Order_ID,Customer_ID,Order_Date,Product_Name,Category,Quantity,Unit_Price ($),Total_Amount ($),Payment_Date,Payment_Amount ($)
17026,6722,2023-06-27,Microwave,Home & Kitchen,3,205.58,616.74,,
10535,4491,2023-06-27,Sneakers,Clothing,2,298.01,596.02,,
14314,6445,2023-06-27,Tablet,Electronics,4,210.31,841.24,,
13113,4356,2023-06-27,Microwave,Home & Kitchen,4,59.48,237.92,,
10134,6232,2023-06-27,Lipstick,Beauty,2,347.38,694.76,,
14393,2599,2023-06-27,Fiction,Books,2,108.1,216.2,,
14362,3068,2023-06-27,Action Figure,Toys,5,147.25,736.25,,
14542,4082,2023-06-27,Board Game,Toys,1,422.73,422.73,,
11757,3704,2023-06-27,Lego,Toys,4,164.83,659.32,,
15448,6579,2023-06-27,Laptop,Electronics,3,392.88,1178.64,,
19567,3809,2023-06-27,Tablet,Electronics,2,453.53,907.06,,
10494,2783,2023-06-28,Non-Fiction,Books,5,353.27,1766.35,,
11077,5626,2023-06-28,Fiction,Books,4,204.11,816.44,,
16960,4396,2023-06-28,Sneakers,Clothing,1,220.43,220.43,,
16981,5018,2023-06-28,Smartphone,Electronics,3,226.04,678.12,,
13951,5706,2023-06-28,Headphones,Electronics,1,429.74,429.74,,
10813,2287,2023-06-28,Smartphone,Electronics,2,147.54,295.08,,
18448,2219,2023-06-28,Doll,Toys,5,144.07,720.35,,
12563,3257,2023-06-28,Foundation,Beauty,3,75.0,225.0,2023-04-13,43.95
16146,6027,2023-06-28,Blender,Home & Kitchen,5,462.6,2313.0,,
11056,6508,2023-06-28,Blender,Home & Kitchen,2,89.34,178.68,2023-06-18,530.0
12956,2042,2023-06-28,Vacuum Cleaner,Home & Kitchen,5,24.7,123.5,,
10221,6321,2023-06-28,Laptop,Electronics,4,493.73,1974.92,,
14017,6979,2023-06-28,Comics,Books,4,187.36,749.44,2023-05-20,56.59
13891,4102,2023-06-28,Comics,Books,2,15.47,30.94,2023-05-15,107.67
14410,3686,2023-06-28,Action Figure,Toys,2,472.96,945.92,,
11901,2705,2023-06-28,Fiction,Books,2,487.96,975.92,2023-06-15,241.24
11172,4778,2023-06-28,Skincare Set,Beauty,1,359.9,359.9,,
14986,4507,2023-06-28,Microwave,Home & Kitchen,4,393.13,1572.52,,
11174,5979,2023-06-28,Comics,Books,2,282.24,564.48,,
17442,3524,2023-06-28,Foundation,Beauty,5,294.92,1474.6,,
11385,2149,2023-06-29,Lego,Toys,5,446.49,2232.45,2023-05-22,623.02
16801,5085,2023-06-29,Non-Fiction,Books,4,38.92,155.68,,
11220,5109,2023-06-29,Lipstick,Beauty,2,248.47,496.94,,
18198,4677,2023-06-29,Skincare Set,Beauty,4,480.49,1921.96,,
19681,2942,2023-06-29,Comics,Books,1,273.94,273.94,2023-04-26,699.57
17718,4381,2023-06-29,Laptop,Electronics,4,235.88,943.52,,
11212,3038,2023-06-29,Perfume,Beauty,2,486.83,973.66,,
15760,4987,2023-06-29,Perfume,Beauty,1,397.93,397.93,,
13665,6262,2023-06-29,Lego,Toys,2,197.75,395.5,,
18287,4582,2023-06-29,Fiction,Books,2,60.38,120.76,2023-06-09,819.32
17960,4365,2023-06-29,Comics,Books,4,174.84,699.36,,
12070,3549,2023-06-29,Lego,Toys,3,179.31,537.93,2023-05-26,853.37
19756,4032,2023-06-29,Skincare Set,Beauty,5,350.7,1753.5,,
12730,6411,2023-06-30,Comics,Books,2,472.78,945.56,,
11108,2503,2023-06-30,Biography,Books,3,387.75,1163.25,2023-05-20,751.51
15432,5710,2023-06-30,Non-Fiction,Books,2,462.16,924.32,,
13392,4350,2023-06-30,Lipstick,Beauty,2,151.69,303.38,2023-06-23,68.93
14671,6130,2023-06-30,Skincare Set,Beauty,4,14.84,59.36,,
10099,5904,2023-06-30,Sneakers,Clothing,5,459.13,2295.65,,
11365,3683,2023-06-30,Fiction,Books,4,433.03,1732.12,,
14627,6877,2023-06-30,Jeans,Clothing,4,132.51,530.04,,
10656,3106,2023-06-30,Tablet,Electronics,3,228.38,685.14,2023-05-13,718.35
13442,6675,2023-06-30,Vacuum Cleaner,Home & Kitchen,2,174.01,348.02,,
11743,6768,2023-06-30,Headphones,Electronics,1,163.24,163.24,,
10445,3656,2023-06-30,Microwave,Home & Kitchen,1,361.39,361.39,,
16654,5817,2023-06-30,Foundation,Beauty,2,354.43,708.86,,
10078,6747,2023-06-30,Vacuum Cleaner,Home & Kitchen,2,407.2,814.4,2023-04-13,318.88
15544,4320,2023-06-30,Perfume,Beauty,2,383.54,767.08,,
16520,5217,2023-07-01,T-Shirt,Clothing,4,299.26,1197.04,,
10085,6327,2023-07-01,Jeans,Clothing,1,322.58,322.58,2023-06-05,44.81
16476,5797,2023-07-01,Board Game,Toys,4,92.15,368.6,2023-05-08,444.27
17221,6526,2023-07-01,Doll,Toys,4,183.29,733.16,,
19375,5898,2023-07-01,Jeans,Clothing,3,274.62,823.86,2023-04-23,563.25
17854,6485,2023-07-01,Non-Fiction,Books,3,36.85,110.55,,
14763,5528,2023-07-01,Non-Fiction,Books,5,198.57,992.85,,
18654,5610,2023-07-01,Vacuum Cleaner,Home & Kitchen,3,337.61,1012.83,,
10011,5649,2023-07-01,Board Game,Toys,1,316.79,316.79,,
10262,5437,2023-07-01,Cookware,Home & Kitchen,4,345.93,1383.72,,
19836,3476,2023-07-01,Skincare Set,Beauty,3,168.44,505.32,2023-05-09,711.39
19197,3544,2023-07-01,Headphones,Electronics,2,445.87,891.74,,
15553,3155,2023-07-01,Sneakers,Clothing,1,484.41,484.41,,
12659,2382,2023-07-01,Action Figure,Toys,3,181.97,545.91,,
17503,4866,2023-07-01,Jeans,Clothing,5,205.02,1025.1,,
10986,6504,2023-07-01,Non-Fiction,Books,4,136.12,544.48,,
13910,4854,2023-07-01,Comics,Books,3,482.27,1446.81,2023-05-25,834.73
10105,4495,2023-07-02,Foundation,Beauty,4,405.68,1622.72,,
11270,4486,2023-07-02,Vacuum Cleaner,Home & Kitchen,3,335.26,1005.78,,
12270,5335,2023-07-02,Blender,Home & Kitchen,2,76.87,153.74,,
19172,3947,2023-07-02,Lego,Toys,3,151.48,454.44,2023-04-24,846.26
11875,2107,2023-07-02,Jacket,Clothing,3,186.86,560.58,,
19142,5411,2023-07-02,Comics,Books,4,314.15,1256.6,2023-05-05,738.06
18180,2078,2023-07-02,Blender,Home & Kitchen,3,228.66,685.98,,
17482,5739,2023-07-02,Fiction,Books,3,83.24,249.72,,
10407,2792,2023-07-02,Jeans,Clothing,4,118.57,474.28,,
15338,5141,2023-07-02,Skincare Set,Beauty,4,310.85,1243.4,2023-04-23,16.03
16167,6206,2023-07-02,Headphones,Electronics,5,279.82,1399.1,,
13713,4646,2023-07-02,Smartphone,Electronics,3,376.01,1128.03,,
10279,3101,2023-07-02,Fiction,Books,3,369.34,1108.02,,
18852,4373,2023-07-02,T-Shirt,Clothing,2,234.87,469.74,,
11297,2758,2023-07-02,Board Game,Toys,1,212.78,212.78,2023-04-29,42.16
15716,2293,2023-07-03,Laptop,Electronics,1,437.28,437.28,,
18289,3950,2023-07-03,Foundation,Beauty,4,109.33,437.32,,
14505,3519,2023-07-03,Jacket,Clothing,5,387.43,1937.15,,
15063,2423,2023-07-03,Fiction,Books,5,274.67,1373.35,,
11155,5764,2023-07-03,Smartphone,Electronics,1,48.5,48.5,,
11492,2718,2023-07-03,Laptop,Electronics,4,108.46,433.84,2023-05-08,773.53
13525,4881,2023-07-03,Blender,Home & Kitchen,4,32.9,131.6,,
10874,2560,2023-07-03,Foundation,Beauty,2,354.29,708.58,,
11401,6780,2023-07-03,Fiction,Books,3,294.93,884.79,,
12018,2560,2023-07-03,T-Shirt,Clothing,4,275.1,1100.4,,
16028,5590,2023-07-03,Skincare Set,Beauty,1,40.52,40.52,,
13242,5172,2023-07-03,Foundation,Beauty,1,255.1,255.1,2023-05-15,627.71
18699,5025,2023-07-03,Fiction,Books,5,476.35,2381.75,,
12140,4122,2023-07-03,Lego,Toys,1,37.81,37.81,,
13390,3621,2023-07-03,Comics,Books,4,149.41,597.64,2023-04-26,142.05
16510,3888,2023-07-03,Lipstick,Beauty,1,441.4,441.4,2023-04-20,589.41
11890,6752,2023-07-03,Smartphone,Electronics,1,306.62,306.62,,
14086,5618,2023-07-04,Perfume,Beauty,3,159.54,478.62,,
13140,6781,2023-07-04,Board Game,Toys,3,478.29,1434.87,2023-05-12,119.44
12638,5619,2023-07-04,Comics,Books,1,340.59,340.59,,
18848,4680,2023-07-04,Skincare Set,Beauty,4,378.2,1512.8,2023-06-18,584.43
11198,2147,2023-07-04,Tablet,Electronics,5,121.94,609.7,2023-04-25,697.19
14651,5507,2023-07-04,Jeans,Clothing,1,245.92,245.92,,
10645,6113,2023-07-04,Jeans,Clothing,3,429.09,1287.27,,
18914,5519,2023-07-04,T-Shirt,Clothing,3,337.7,1013.1,,
13317,3234,2023-07-04,Foundation,Beauty,4,285.76,1143.04,,
14020,5855,2023-07-04,Non-Fiction,Books,5,313.84,1569.2,2023-06-01,622.93
19063,4419,2023-07-04,Jeans,Clothing,3,126.34,379.02,2023-06-30,75.96
12344,4101,2023-07-04,Headphones,Electronics,5,392.17,1960.85,2023-05-19,165.07
11114,2864,2023-07-04,Skincare Set,Beauty,3,461.22,1383.66,,
13717,3417,2023-07-04,Smartphone,Electronics,3,310.69,932.07,,
11035,5557,2023-07-04,Lipstick,Beauty,5,150.65,753.25,,
19893,4985,2023-07-04,Skincare Set,Beauty,1,310.83,310.83,,
15152,2327,2023-07-04,Lego,Toys,1,308.67,308.67,,
19643,2672,2023-07-04,Foundation,Beauty,2,38.16,76.32,2023-05-18,415.16
17334,4584,2023-07-05,Sneakers,Clothing,3,329.6,988.8,,
19639,2877,2023-07-05,Tablet,Electronics,5,419.64,2098.2,,
10395,2797,2023-07-05,Lego,Toys,3,171.48,514.44,,
11406,4480,2023-07-05,Lego,Toys,1,357.43,357.43,,
15157,6102,2023-07-05,Sneakers,Clothing,3,459.05,1377.15,,
19292,4591,2023-07-05,T-Shirt,Clothing,1,395.32,395.32,2023-04-05,242.58
14942,5735,2023-07-05,Skincare Set,Beauty,2,105.48,210.96,2023-06-06,882.39
11417,3803,2023-07-05,Jeans,Clothing,3,97.3,291.9,2023-04-19,743.47
10348,5217,2023-07-05,Action Figure,Toys,5,164.69,823.45,,
11424,6593,2023-07-05,Vacuum Cleaner,Home & Kitchen,5,421.53,2107.65,,
15262,4226,2023-07-05,Smartphone,Electronics,5,460.76,2303.8,2023-06-05,857.53
13766,5184,2023-07-05,Lipstick,Beauty,4,480.66,1922.64,,
14343,4017,2023-07-05,Tablet,Electronics,3,439.16,1317.48,,
16969,6278,2023-07-05,Cookware,Home & Kitchen,1,361.93,361.93,,
11961,6140,2023-07-06,Skincare Set,Beauty,2,324.33,648.66,,
18814,4059,2023-07-06,Blender,Home & Kitchen,3,434.45,1303.35,2023-03-31,625.25
19152,5388,2023-07-06,Cookware,Home & Kitchen,3,232.13,696.39,,
11339,4775,2023-07-06,Smartphone,Electronics,4,208.03,832.12,,
11488,6172,2023-07-06,Action Figure,Toys,5,285.53,1427.65,,
18751,3709,2023-07-06,Smartphone,Electronics,3,414.87,1244.61,,
11366,4872,2023-07-06,Board Game,Toys,4,67.3,269.2,,
16305,2958,2023-07-06,Jeans,Clothing,4,118.1,472.4,,
14708,4897,2023-07-06,Fiction,Books,2,16.35,32.7,2023-05-29,77.25
17097,5700,2023-07-06,Tablet,Electronics,4,164.34,657.36,2023-06-01,774.09
13253,3360,2023-07-06,Tablet,Electronics,5,186.48,932.4,,
15811,6053,2023-07-06,Perfume,Beauty,4,93.02,372.08,,
13857,2103,2023-07-06,Non-Fiction,Books,5,229.72,1148.6,,
13889,4324,2023-07-06,Board Game,Toys,3,288.93,866.79,,
10885,6922,2023-07-06,Action Figure,Toys,5,216.09,1080.45,,
13262,3299,2023-07-07,Cookware,Home & Kitchen,2,41.44,82.88,,
12377,6735,2023-07-07,T-Shirt,Clothing,1,365.65,365.65,,
10822,4337,2023-07-07,Tablet,Electronics,3,129.45,388.35,,
19456,4711,2023-07-07,Fiction,Books,3,117.47,352.41,,
11462,3745,2023-07-07,Perfume,Beauty,1,35.6,35.6,,
17975,3552,2023-07-07,Fiction,Books,3,29.95,89.85,,
17965,6657,2023-07-07,Jeans,Clothing,5,28.44,142.2,,
11181,6390,2023-07-07,Skincare Set,Beauty,4,325.35,1301.4,2023-04-28,473.19
15860,5363,2023-07-07,Fiction,Books,1,69.81,69.81,,
15655,3398,2023-07-07,T-Shirt,Clothing,2,316.34,632.68,2023-05-18,863.65
17465,6786,2023-07-07,Laptop,Electronics,4,471.49,1885.96,2023-04-07,863.01
17584,3290,2023-07-07,Fiction,Books,4,394.69,1578.76,,
13901,6938,2023-07-07,Laptop,Electronics,3,492.89,1478.67,,
17515,5129,2023-07-07,Doll,Toys,4,290.86,1163.44,,
10722,2332,2023-07-07,Tablet,Electronics,3,396.75,1190.25,,
13979,3066,2023-07-08,Vacuum Cleaner,Home & Kitchen,2,80.55,161.1,,
19003,2256,2023-07-08,Jeans,Clothing,2,25.53,51.06,,
10933,6916,2023-07-08,Action Figure,Toys,4,478.56,1914.24,2023-06-21,826.69
11446,4775,2023-07-08,Perfume,Beauty,1,123.65,123.65,,
11023,3996,2023-07-08,Lego,Toys,2,287.91,575.82,,
16596,5986,2023-07-08,Board Game,Toys,2,11.09,22.18,,
13226,4380,2023-07-08,Fiction,Books,3,362.89,1088.67,2023-05-23,597.17
11067,5340,2023-07-08,Blender,Home & Kitchen,5,339.9,1699.5,2023-04-21,995.65
19442,2262,2023-07-08,Foundation,Beauty,3,287.68,863.04,,
18300,5491,2023-07-08,Fiction,Books,1,427.45,427.45,2023-05-17,557.9
17847,3933,2023-07-08,Foundation,Beauty,3,469.06,1407.18,2023-05-17,100.98
13628,2646,2023-07-08,Doll,Toys,3,115.31,345.93,,
11397,2577,2023-07-08,Cookware,Home & Kitchen,5,335.78,1678.9,,
10043,2359,2023-07-08,Jeans,Clothing,2,290.51,581.02,,
14779,2394,2023-07-08,Biography,Books,2,497.13,994.26,2023-05-15,232.51
18987,4514,2023-07-09,Perfume,Beauty,4,234.43,937.72,,
17133,2276,2023-07-09,Jacket,Clothing,3,277.47,832.41,2023-05-27,35.55
16240,4415,2023-07-09,Fiction,Books,3,198.98,596.94,,
11859,5094,2023-07-09,Foundation,Beauty,2,78.64,157.28,,
11481,6902,2023-07-09,Perfume,Beauty,1,228.19,228.19,,
14157,2849,2023-07-09,Tablet,Electronics,2,226.0,452.0,,
17948,4454,2023-07-09,Lipstick,Beauty,4,127.29,509.16,,
14329,2323,2023-07-09,Headphones,Electronics,1,193.26,193.26,,
18446,3647,2023-07-09,Board Game,Toys,3,44.06,132.18,,
12849,5430,2023-07-09,Foundation,Beauty,5,295.98,1479.9,,
10810,3000,2023-07-09,Lego,Toys,5,374.55,1872.75,,
10563,6194,2023-07-09,Lipstick,Beauty,5,128.81,644.05,,
16617,6267,2023-07-09,Action Figure,Toys,4,367.43,1469.72,2023-06-03,637.71
16926,6351,2023-07-09,Cookware,Home & Kitchen,2,126.82,253.64,,
10517,4943,2023-07-09,Vacuum Cleaner,Home & Kitchen,2,24.58,49.16,,
18941,3848,2023-07-09,Foundation,Beauty,4,32.43,129.72,,
11237,2254,2023-07-10,Vacuum Cleaner,Home & Kitchen,2,98.68,197.36,2023-06-25,826.7
12663,4106,2023-07-10,Perfume,Beauty,5,261.79,1308.95,2023-05-09,932.95
15069,3754,2023-07-10,Skincare Set,Beauty,1,240.32,240.32,,
17064,4809,2023-07-10,Non-Fiction,Books,4,172.1,688.4,2023-04-11,637.9
18311,6895,2023-07-10,Headphones,Electronics,4,60.15,240.6,,
15664,6839,2023-07-10,Cookware,Home & Kitchen,5,407.16,2035.8,,
14666,4482,2023-07-10,Lipstick,Beauty,5,49.81,249.05,,
19368,4849,2023-07-10,Tablet,Electronics,1,356.01,356.01,2023-03-28,635.46
10571,3306,2023-07-10,Sneakers,Clothing,2,423.58,847.16,2023-05-02,708.14
13093,2705,2023-07-10,Doll,Toys,4,473.99,1895.96,2023-06-15,241.24
13813,3085,2023-07-10,Comics,Books,3,318.74,956.22,,
15624,3029,2023-07-10,Non-Fiction,Books,3,424.57,1273.71,,
13164,6241,2023-07-10,Microwave,Home & Kitchen,3,417.19,1251.57,,
11672,4989,2023-07-11,Biography,Books,2,143.87,287.74,,
10633,5723,2023-07-11,Vacuum Cleaner,Home & Kitchen,4,258.01,1032.04,2023-05-03,939.69
15488,3321,2023-07-11,Board Game,Toys,4,85.7,342.8,,
11173,2215,2023-07-11,Biography,Books,1,248.4,248.4,,
10865,5324,2023-07-11,Perfume,Beauty,5,58.66,293.3,,
18757,3479,2023-07-11,Board Game,Toys,5,55.03,275.15,,
14294,5534,2023-07-11,Biography,Books,3,392.66,1177.98,,
16780,3667,2023-07-11,Fiction,Books,2,236.16,472.32,2023-06-14,501.66
15267,2103,2023-07-11,Jeans,Clothing,1,280.83,280.83,,
11039,6658,2023-07-11,Microwave,Home & Kitchen,4,198.89,795.56,,
12174,2963,2023-07-11,Lipstick,Beauty,2,266.19,532.38,2023-06-06,81.09
10292,4702,2023-07-11,Lipstick,Beauty,2,236.57,473.14,,
19369,2027,2023-07-12,Sneakers,Clothing,2,480.67,961.34,2023-06-19,252.01
15096,2135,2023-07-12,Cookware,Home & Kitchen,1,386.13,386.13,,
11690,3762,2023-07-12,Skincare Set,Beauty,5,327.25,1636.25,,
14834,2857,2023-07-12,Fiction,Books,3,365.05,1095.15,,
11262,6556,2023-07-12,Biography,Books,2,221.13,442.26,2023-06-27,905.88
13861,6215,2023-07-12,Skincare Set,Beauty,1,36.88,36.88,,
11750,2698,2023-07-12,T-Shirt,Clothing,5,50.62,253.1,,
11877,6645,2023-07-12,Headphones,Electronics,5,382.95,1914.75,2023-05-28,290.46
16411,2349,2023-07-12,Lipstick,Beauty,2,338.43,676.86,2023-07-09,619.63
16924,4553,2023-07-12,Sneakers,Clothing,2,65.13,130.26,,
17549,4839,2023-07-12,Non-Fiction,Books,3,214.45,643.35,,
16483,5675,2023-07-12,T-Shirt,Clothing,1,158.54,158.54,2023-06-23,744.39
18797,6644,2023-07-12,T-Shirt,Clothing,3,376.17,1128.51,,
18813,2384,2023-07-12,Blender,Home & Kitchen,3,300.39,901.17,,
17259,5420,2023-07-12,Doll,Toys,5,355.29,1776.45,,
15868,6261,2023-07-13,Smartphone,Electronics,5,16.92,84.6,2023-05-26,500.36
17681,4824,2023-07-13,Lipstick,Beauty,2,179.76,359.52,,
19260,5562,2023-07-13,Lego,Toys,2,471.88,943.76,,
19495,6170,2023-07-13,Tablet,Electronics,5,499.59,2497.95,,
12039,5561,2023-07-13,Vacuum Cleaner,Home & Kitchen,1,10.68,10.68,,
17952,5089,2023-07-13,Headphones,Electronics,2,197.11,394.22,,
11682,6436,2023-07-13,Skincare Set,Beauty,2,346.35,692.7,,
18435,4804,2023-07-13,Skincare Set,Beauty,2,83.32,166.64,,
14802,2140,2023-07-13,Lego,Toys,5,463.96,2319.8,,
19006,4952,2023-07-13,T-Shirt,Clothing,4,188.71,754.84,2023-06-08,365.85
12422,6054,2023-07-13,Perfume,Beauty,4,345.63,1382.52,,
13728,3273,2023-07-13,Perfume,Beauty,5,38.53,192.65,,
13295,5012,2023-07-13,Lego,Toys,2,39.95,79.9,,
18238,6080,2023-07-14,Lego,Toys,4,154.6,618.4,,
19509,5813,2023-07-14,Perfume,Beauty,5,450.47,2252.35,2023-06-14,63.04
19512,5461,2023-07-14,Laptop,Electronics,2,410.56,821.12,,
11327,2525,2023-07-14,Non-Fiction,Books,1,329.1,329.1,2023-04-05,814.28
16609,2750,2023-07-14,Non-Fiction,Books,2,164.56,329.12,,
15545,5208,2023-07-14,Vacuum Cleaner,Home & Kitchen,1,395.6,395.6,,
11647,2553,2023-07-14,Foundation,Beauty,4,486.89,1947.56,,
17169,3571,2023-07-14,Perfume,Beauty,3,110.69,332.07,,
14789,2155,2023-07-14,Laptop,Electronics,4,72.72,290.88,,
15107,5943,2023-07-14,Microwave,Home & Kitchen,3,383.5,1150.5,,
15091,5352,2023-07-14,Foundation,Beauty,3,485.56,1456.68,,
17011,4794,2023-07-14,Lego,Toys,5,417.18,2085.9,2023-06-26,557.22
19011,3043,2023-07-14,Lipstick,Beauty,5,356.21,1781.05,,
19029,6473,2023-07-14,Lego,Toys,2,354.5,709.0,,
15507,5182,2023-07-15,Comics,Books,2,228.76,457.52,,
13772,3319,2023-07-15,Action Figure,Toys,4,51.22,204.88,,
18078,6756,2023-07-15,Jeans,Clothing,3,291.0,873.0,,
19925,4511,2023-07-15,Lipstick,Beauty,1,170.44,170.44,2023-07-06,208.22
11030,6659,2023-07-15,Fiction,Books,3,88.77,266.31,2023-06-18,968.13
17019,2207,2023-07-15,Lipstick,Beauty,2,165.05,330.1,2023-07-15,921.55
15049,6562,2023-07-15,Fiction,Books,3,341.38,1024.14,,
17964,6427,2023-07-15,Comics,Books,1,307.79,307.79,,
11535,3713,2023-07-15,Smartphone,Electronics,4,231.77,927.08,,
19426,3558,2023-07-15,Non-Fiction,Books,3,328.02,984.06,,
17217,2819,2023-07-15,Jeans,Clothing,1,476.51,476.51,,
14230,5546,2023-07-15,Sneakers,Clothing,3,166.48,499.44,,
18773,6761,2023-07-15,Microwave,Home & Kitchen,1,344.4,344.4,,
18804,2501,2023-07-15,Tablet,Electronics,5,457.2,2286.0,,
13370,4520,2023-07-15,Action Figure,Toys,3,57.84,173.52,,
13466,6442,2023-07-15,Smartphone,Electronics,1,396.05,396.05,,
11528,5079,2023-07-15,Blender,Home & Kitchen,4,284.18,1136.72,,
17351,5545,2023-07-15,Jacket,Clothing,5,172.44,862.2,,
10465,3480,2023-07-15,Headphones,Electronics,4,216.61,866.44,,
11596,6272,2023-07-15,Smartphone,Electronics,4,191.04,764.16,,
18806,4641,2023-07-15,Non-Fiction,Books,1,88.92,88.92,2023-06-17,766.37
19398,4902,2023-07-15,Cookware,Home & Kitchen,2,449.63,899.26,,
16414,4977,2023-07-15,Doll,Toys,4,326.76,1307.04,2023-06-10,792.23
19094,3472,2023-07-16,Tablet,Electronics,1,104.77,104.77,,
15976,5869,2023-07-16,Vacuum Cleaner,Home & Kitchen,5,249.08,1245.4,2023-06-21,135.11
10875,4656,2023-07-16,Jacket,Clothing,3,392.19,1176.57,,
17009,6510,2023-07-16,Cookware,Home & Kitchen,5,418.75,2093.75,,
10009,3414,2023-07-16,T-Shirt,Clothing,1,133.49,133.49,,
12008,2852,2023-07-16,Blender,Home & Kitchen,4,111.83,447.32,2023-07-09,223.21
19247,2291,2023-07-16,Comics,Books,4,295.27,1181.08,,
15182,4887,2023-07-16,Fiction,Books,5,46.9,234.5,,
13619,6100,2023-07-16,Skincare Set,Beauty,1,410.97,410.97,,
18397,2363,2023-07-16,Perfume,Beauty,2,391.44,782.88,,
19612,2725,2023-07-16,Board Game,Toys,3,113.61,340.83,,
17852,5233,2023-07-16,Headphones,Electronics,4,50.95,203.8,,
13472,6246,2023-07-16,Doll,Toys,5,198.75,993.75,,
12155,5037,2023-07-16,Action Figure,Toys,3,34.05,102.15,2023-05-19,351.06
15457,6682,2023-07-16,Fiction,Books,1,127.22,127.22,,
12121,5900,2023-07-16,Lipstick,Beauty,1,199.31,199.31,,
17092,5824,2023-07-16,Board Game,Toys,1,296.8,296.8,,
16919,4992,2023-07-16,Sneakers,Clothing,1,384.74,384.74,,
12540,3437,2023-07-16,Biography,Books,3,125.46,376.38,,
14038,3425,2023-07-17,Non-Fiction,Books,1,446.47,446.47,,
11597,4822,2023-07-17,Lego,Toys,4,235.2,940.8,,
17871,2833,2023-07-17,Action Figure,Toys,4,278.45,1113.8,,
11959,4314,2023-07-17,T-Shirt,Clothing,2,189.5,379.0,,
14454,5241,2023-07-17,T-Shirt,Clothing,1,245.89,245.89,2023-07-13,760.86
14524,3725,2023-07-17,Sneakers,Clothing,3,62.49,187.47,2023-04-11,671.5
17950,3717,2023-07-17,Action Figure,Toys,5,21.13,105.65,2023-07-17,296.51
17057,2568,2023-07-17,Blender,Home & Kitchen,5,80.04,400.2,,
10657,3091,2023-07-17,Fiction,Books,1,77.02,77.02,,
16370,3530,2023-07-17,Non-Fiction,Books,4,302.24,1208.96,2023-06-16,490.22
13356,2110,2023-07-17,Cookware,Home & Kitchen,3,22.62,67.86,,
19066,2787,2023-07-17,Laptop,Electronics,3,166.62,499.86,,
15150,3187,2023-07-17,Laptop,Electronics,3,62.04,186.12,,
18876,6366,2023-07-17,Microwave,Home & Kitchen,1,290.35,290.35,,
16181,3469,2023-07-17,Vacuum Cleaner,Home & Kitchen,1,463.39,463.39,2023-05-14,606.13
13612,3277,2023-07-17,Doll,Toys,2,252.07,504.14,,
17434,5964,2023-07-18,Biography,Books,3,287.32,861.96,2023-05-03,281.27
18742,2904,2023-07-18,Foundation,Beauty,4,494.87,1979.48,2023-04-29,511.17
10858,5565,2023-07-18,Fiction,Books,2,43.48,86.96,2023-05-06,260.96
10015,2798,2023-07-18,Action Figure,Toys,2,66.59,133.18,,
19388,4406,2023-07-18,Laptop,Electronics,2,432.91,865.82,,
18461,2948,2023-07-18,Microwave,Home & Kitchen,3,215.21,645.63,,
11171,3708,2023-07-18,Headphones,Electronics,5,436.77,2183.85,,
12917,4826,2023-07-18,Skincare Set,Beauty,1,145.26,145.26,,
11288,3061,2023-07-18,Foundation,Beauty,4,30.37,121.48,,
15300,2394,2023-07-18,Doll,Toys,2,242.79,485.58,2023-05-15,232.51
11323,5946,2023-07-18,Action Figure,Toys,4,90.99,363.96,,
14070,5183,2023-07-18,Sneakers,Clothing,2,43.78,87.56,,
11398,5096,2023-07-18,Perfume,Beauty,3,232.63,697.89,,
10691,6350,2023-07-18,Lipstick,Beauty,3,222.28,666.84,,
11430,2394,2023-07-18,Sneakers,Clothing,5,163.12,815.6,2023-05-15,232.51
15059,6188,2023-07-18,Jacket,Clothing,5,160.16,800.8,,
11039,4436,2023-07-18,Tablet,Electronics,5,137.3,686.5,,
14756,6528,2023-07-18,Laptop,Electronics,1,459.58,459.58,,
18100,2122,2023-07-18,Perfume,Beauty,1,444.92,444.92,,
10224,3478,2023-07-18,Lipstick,Beauty,1,468.6,468.6,,
13352,2009,2023-07-18,Tablet,Electronics,2,367.2,734.4,,
17402,5920,2023-07-19,Lipstick,Beauty,3,360.94,1082.82,2023-06-11,915.44
13747,2558,2023-07-19,Perfume,Beauty,1,301.93,301.93,,
18566,4712,2023-07-19,Headphones,Electronics,2,382.21,764.42,2023-04-12,156.86
17193,4366,2023-07-19,Doll,Toys,5,468.89,2344.45,2023-04-10,103.82
15287,4078,2023-07-19,Tablet,Electronics,2,318.15,636.3,,
16332,4814,2023-07-19,Biography,Books,4,287.32,1149.28,,
19799,2399,2023-07-19,Action Figure,Toys,1,112.39,112.39,2023-04-15,980.67
14577,2432,2023-07-19,Lego,Toys,2,259.49,518.98,,
14844,5232,2023-07-19,Headphones,Electronics,5,497.66,2488.3,,
18753,2401,2023-07-19,Lipstick,Beauty,2,26.94,53.88,,
16814,4819,2023-07-19,Cookware,Home & Kitchen,1,384.16,384.16,,
11500,4939,2023-07-19,Doll,Toys,4,464.32,1857.28,2023-03-29,455.41
10731,5461,2023-07-19,Headphones,Electronics,2,438.33,876.66,,
10127,4522,2023-07-19,Headphones,Electronics,3,77.81,233.43,,
10801,4729,2023-07-19,Perfume,Beauty,5,397.0,1985.0,2023-06-05,473.89
12582,4312,2023-07-20,Microwave,Home & Kitchen,3,367.86,1103.58,,
10171,6264,2023-07-20,Jeans,Clothing,5,294.1,1470.5,,
10258,3587,2023-07-20,Headphones,Electronics,4,112.27,449.08,,
