Customer_ID,Payment_Date,Payment_Amount ($)
5714,2023-12-15,962.56
4565,2025-01-17,902.47
4476,2024-04-04,277.68
5611,2025-01-05,805.51
6256,2024-10-26,995.65
4824,2024-08-12,260.14
3736,2024-08-01,442.41
3586,2023-12-31,524.98
2067,2024-01-27,301.98
5062,2024-11-13,25.11
4429,2023-05-22,227.93
6154,2024-06-29,289.12
2342,2024-05-25,449.16
4775,2023-09-05,179.39
4818,2023-12-26,874.52
4662,2024-02-05,707.86
3233,2024-07-03,94.35
5875,2024-01-24,653.59
4402,2024-03-04,657.12
3495,2024-01-20,956.66
6212,2024-12-02,12.99
2662,2024-08-15,255.45
5884,2023-04-08,928.51
5620,2023-11-13,932.81
3869,2025-01-30,723.38
4335,2023-04-25,768.11
5375,2024-03-18,100.57
3017,2023-12-13,518.74
6407,2023-12-12,239.27
2208,2023-05-14,189.41
4666,2023-10-22,812.2
4494,2024-11-02,143.69
2633,2024-04-16,473.97
4103,2023-03-28,939.19
4960,2023-09-04,193.97
5084,2023-06-14,978.21
6753,2023-12-22,994.35
3932,2024-11-25,560.06
5720,2024-08-20,178.44
4563,2025-01-03,322.94
3680,2024-04-10,430.25
2237,2024-05-13,316.23
6444,2024-07-22,287.83
6726,2024-07-23,972.51
3541,2024-08-26,161.83
5944,2024-10-29,735.99
2364,2023-11-23,10.41
4369,2024-03-17,600.22
2286,2023-07-30,916.78
2149,2023-09-08,295.05
6038,2023-03-28,193.67
6552,2023-06-13,655.16
3767,2024-05-19,715.48
6896,2023-10-05,691.15
3013,2024-11-06,326.12
4832,2024-08-13,259.68
4508,2023-12-25,956.36
3524,2025-01-22,924.07
4786,2023-08-13,462.74
4557,2023-05-04,847.73
5726,2023-06-17,457.8
6577,2024-12-22,430.15
3602,2023-04-07,165.2
4409,2024-10-09,432.14
2341,2024-04-28,542.04
4818,2024-09-11,32.28
4497,2025-01-26,449.67
6931,2024-06-18,783.54
3726,2025-01-13,683.25
3690,2024-06-30,638.81
5268,2025-03-21,910.46
6407,2023-11-15,27.85
2262,2024-04-30,561.48
3443,2023-11-12,789.48
2406,2025-01-31,545.92
4191,2023-12-26,330.66
6438,2023-08-05,144.89
2244,2023-10-21,888.69
6586,2024-11-25,476.05
6108,2023-12-13,879.33
2561,2023-12-05,589.99
6138,2024-01-10,677.45
4726,2024-07-14,806.22
2594,2025-01-18,662.56
3827,2023-08-08,404.07
5230,2024-12-11,518.5
5288,2024-02-13,805.02
6074,2025-03-05,379.91
2134,2023-12-30,394.24
5139,2024-06-05,104.73
5920,2023-06-11,915.44
2073,2024-07-20,100.13
6495,2023-08-14,651.73
6226,2024-06-28,419.06
4979,2023-08-15,411.56
6362,2025-01-26,682.76
3986,2024-04-20,76.42
2793,2023-04-02,597.77
6260,2024-02-19,774.31
2095,2023-03-29,829.93
3134,2024-12-27,178.83
6918,2024-12-27,898.44
2238,2023-10-17,659.58
4947,2024-10-15,883.04
4531,2024-05-19,490.43
3961,2024-04-07,546.61
3049,2024-01-23,919.85
4530,2023-10-07,900.91
4965,2024-09-23,453.68
2964,2024-06-23,281.67
2537,2024-11-25,399.24
6224,2025-01-11,393.89
5680,2024-05-15,294.0
6188,2024-02-05,275.89
5725,2023-12-09,862.45
2543,2023-12-20,79.16
2846,2023-04-02,680.84
5604,2023-05-09,181.09
5037,2023-05-19,351.06
4495,2024-04-24,70.93
6486,2024-01-28,277.27
4720,2025-02-24,770.74
3885,2024-12-02,886.17
6139,2024-06-23,229.31
6350,2024-02-09,468.91
5202,2024-03-14,475.62
4711,2024-12-03,874.84
3954,2023-10-03,765.17
6738,2024-10-10,517.95
5851,2023-12-02,674.04
2690,2023-08-25,848.88
3951,2024-04-08,19.44
2457,2023-10-11,408.86
4131,2023-05-12,908.17
5977,2024-08-18,742.91
6245,2023-04-25,547.41
3180,2024-06-10,534.35
6286,2023-05-06,354.29
5566,2023-09-19,525.32
2883,2025-02-07,658.83
2400,2025-02-16,424.18
2609,2024-05-18,717.01
3639,2024-09-01,862.62
4149,2024-11-01,163.14
3383,2024-09-25,457.03
3404,2024-11-24,413.94
2820,2024-03-09,690.59
5293,2023-12-06,257.37
2820,2024-03-02,643.85
2420,2023-09-17,878.71
6220,2023-08-22,423.95
6518,2023-07-31,911.91
5303,2024-10-22,993.23
3509,2023-05-27,115.03
2768,2024-11-11,240.72
4045,2024-07-02,950.88
4140,2024-07-07,958.74
5030,2023-09-20,106.73
3550,2024-03-10,24.85
3765,2023-07-16,169.49
4646,2023-11-29,996.05
5717,2024-10-01,188.2
6606,2023-05-23,507.52
6482,2025-02-10,849.93
4294,2024-06-06,30.2
6838,2024-11-26,608.44
4709,2023-12-18,284.26
2901,2024-04-11,863.71
5085,2024-05-09,290.63
4010,2024-09-28,689.89
2242,2024-07-12,677.48
4386,2024-10-28,229.28
6269,2025-03-18,44.45
2672,2023-05-18,415.16
2164,2023-08-28,296.3
2465,2024-03-28,810.89
5043,2023-10-03,802.36
6593,2025-01-07,462.45
6796,2024-12-26,610.45
4443,2023-10-31,608.22
6799,2023-05-13,828.89
4356,2024-09-08,430.75
6279,2024-10-29,282.69
6725,2024-04-25,272.38
4558,2024-12-08,540.83
2546,2024-12-17,454.66
6720,2024-07-24,445.72
5836,2024-04-07,100.23
2594,2025-03-08,721.42
6840,2024-12-08,221.6
5805,2023-04-08,204.98
3460,2024-12-06,418.63
5494,2024-12-11,235.5
4602,2024-07-07,588.02
4445,2023-08-09,377.75
4673,2024-05-10,454.42
6201,2023-10-01,541.8
2017,2024-11-26,211.5
5192,2024-10-16,164.19
2393,2024-02-02,881.62
2425,2023-08-04,439.39
2572,2024-10-17,417.97
5632,2025-01-01,45.26
3121,2024-12-14,503.0
2242,2024-02-24,558.63
5898,2023-04-23,563.25
6096,2023-11-16,709.96
4280,2023-05-30,185.71
2789,2024-08-09,259.7
2715,2024-06-30,812.62
6855,2024-12-06,947.7
4850,2024-05-15,144.57
2776,2024-04-26,502.67
6027,2023-11-18,222.03
4248,2023-07-10,69.47
2079,2024-05-01,332.25
5927,2024-07-15,152.25
2856,2023-12-02,712.83
4149,2024-07-10,538.39
3032,2024-10-07,152.4
6941,2024-03-07,19.15
5272,2024-01-16,810.08
5577,2024-10-15,184.43
6183,2023-05-29,610.15
5457,2024-07-23,343.55
5507,2024-11-18,589.63
2408,2024-08-14,322.5
4712,2024-02-22,96.07
5089,2024-12-06,230.72
3669,2024-03-16,196.18
2148,2024-11-04,433.74
6328,2024-01-17,661.7
5898,2023-04-16,271.17
3951,2024-07-28,21.95
2366,2023-07-17,523.75
3675,2023-06-12,609.7
6532,2023-10-22,963.24
6495,2024-09-24,593.58
4547,2024-01-21,476.46
2563,2024-08-27,577.67
5563,2024-11-16,928.62
4490,2024-02-13,830.09
2773,2023-06-23,329.75
4038,2024-11-15,244.88
5424,2023-09-02,270.01
4568,2023-07-29,509.38
3574,2023-06-02,746.61
5695,2024-09-20,508.19
5292,2024-11-28,77.12
3247,2023-07-12,726.34
5720,2024-10-29,807.91
5840,2023-04-29,296.6
2360,2024-02-03,667.48
4377,2024-12-05,432.33
5010,2023-07-05,890.23
4994,2023-09-07,846.77
2963,2024-02-13,530.18
5633,2024-12-07,694.59
3828,2023-07-29,884.52
3614,2025-02-15,500.76
3641,2023-11-14,320.12
4217,2024-05-06,756.13
6313,2024-09-08,227.87
2378,2023-07-04,394.65
6215,2024-08-08,867.07
6286,2023-09-21,727.18
2370,2024-03-28,409.77
4197,2023-09-05,222.6
5748,2024-12-09,362.41
2652,2024-02-27,291.26
2770,2024-02-23,184.33
4422,2024-09-03,745.9
2781,2023-04-20,259.55
3717,2024-09-05,459.63
5984,2023-04-18,392.0
3312,2024-04-05,982.26
5360,2023-08-08,397.18
2523,2023-12-24,89.18
2522,2025-01-11,98.93
6879,2024-08-21,594.85
4321,2023-04-13,603.37
2936,2024-10-01,424.57
4231,2024-05-27,437.53
6041,2023-07-24,63.39
6584,2023-05-28,521.38
6942,2023-10-18,509.69
5698,2024-07-19,158.05
4838,2024-11-12,112.8
6084,2025-03-22,132.34
4462,2024-09-07,110.02
5244,2023-09-28,613.61
5360,2024-02-03,204.52
2686,2023-04-27,258.92
4161,2023-04-07,181.84
5989,2025-02-14,958.26
6067,2023-12-08,856.07
3568,2024-05-11,238.19
2039,2024-08-03,334.29
4545,2024-04-14,217.79
6876,2024-11-13,496.96
3257,2023-07-15,29.41
4991,2024-10-06,674.65
4197,2024-05-23,527.93
5469,2025-02-27,899.65
4709,2025-03-14,172.75
2302,2023-09-29,806.07
2647,2023-11-07,794.04
6759,2024-11-10,135.91
3760,2025-02-12,404.57
6352,2023-06-07,178.45
2598,2023-11-27,262.17
2662,2024-06-24,270.61
6331,2024-08-08,560.67
3369,2023-04-07,417.3
4582,2023-11-14,948.26
5869,2023-06-21,135.11
5538,2024-03-21,973.96
6866,2023-07-25,238.33
6309,2024-01-29,775.15
6559,2024-03-06,345.58
2283,2023-06-01,151.65
5679,2023-08-31,859.31
3487,2023-08-08,315.77
6083,2024-01-05,662.27
6184,2024-12-05,570.78
2461,2024-03-10,477.04
4326,2024-04-14,500.86
5755,2024-09-01,734.92
4469,2024-05-10,96.9
3725,2023-04-11,671.5
3377,2023-11-26,896.85
4744,2023-12-04,67.21
2515,2023-10-17,149.25
2703,2023-05-16,719.47
3654,2024-10-21,442.91
4067,2023-05-02,409.51
2023,2024-01-11,145.6
4461,2023-07-03,511.7
3305,2024-09-02,135.28
5301,2025-02-07,481.85
2362,2023-07-28,765.98
5728,2024-03-01,265.68
3285,2023-07-28,485.98
2515,2023-11-23,992.1
2449,2024-01-14,689.78
3856,2024-08-20,842.94
6970,2023-08-03,420.7
5563,2023-07-31,770.18
4521,2024-02-29,50.1
5082,2024-12-16,131.68
3429,2023-12-23,211.04
5968,2024-06-09,407.93
2923,2024-12-28,847.29
5138,2023-12-14,352.8
4160,2024-04-08,658.07
4548,2024-11-20,712.22
4980,2024-01-18,590.32
4282,2024-11-02,363.67
4650,2024-05-06,581.28
2314,2023-10-24,348.84
4614,2023-04-19,93.04
5084,2023-11-25,992.88
4257,2024-05-10,135.91
3038,2023-08-13,81.62
5490,2024-12-27,879.75
4635,2024-08-05,308.82
5984,2024-05-16,653.79
3779,2023-06-09,335.72
5896,2024-11-04,397.54
3125,2023-09-06,269.49
2698,2024-09-10,349.61
4180,2024-08-06,416.59
3405,2023-05-04,723.21
3044,2024-12-20,516.42
3930,2023-12-02,944.13
3014,2024-06-09,51.46
2227,2024-06-13,508.04
3829,2025-03-17,588.38
6918,2023-08-27,921.0
4024,2024-08-21,58.67
6967,2023-06-16,577.76
4453,2024-02-06,855.09
4086,2024-01-20,249.51
6284,2023-08-03,877.53
3081,2024-01-14,28.85
4321,2023-07-03,735.13
5191,2024-09-28,933.78
4631,2024-09-07,660.63
4564,2023-05-21,444.64
5293,2023-10-19,54.43
6622,2023-05-27,920.91
5587,2024-05-09,475.59
6432,2025-01-09,38.71
4948,2023-06-21,692.92
5960,2024-04-17,487.02
4814,2023-11-15,133.1
4584,2024-10-21,222.13
2162,2023-09-11,73.85
2594,2023-07-14,578.55
5260,2024-10-26,625.81
6156,2024-11-07,510.68
4963,2024-10-24,818.93
5889,2024-07-19,862.4
5391,2024-03-04,619.47
6502,2025-02-13,22.63
2664,2023-12-22,698.28
3133,2024-07-05,423.82
2542,2024-11-11,569.9
4975,2024-09-12,652.59
2868,2024-09-25,356.73
4067,2025-02-04,917.93
2432,2024-02-21,142.64
6836,2024-02-12,674.8
6279,2025-02-10,14.32
3207,2024-01-04,925.4
4529,2024-03-02,121.38
3170,2024-02-11,103.94
2831,2024-10-21,339.68
3652,2023-12-17,379.83
3137,2024-02-21,222.16
4811,2025-03-15,589.27
2476,2024-02-13,448.48
4811,2023-10-12,43.83
3327,2023-07-14,326.46
3020,2024-08-30,812.33
3837,2025-02-11,692.8
6257,2023-10-04,727.62
4449,2024-11-03,701.14
6294,2023-10-04,317.86
3284,2024-03-05,108.67
2660,2023-06-05,279.74
4011,2024-07-29,833.47
2399,2023-04-15,980.67
3734,2023-12-18,498.91
4126,2024-10-25,19.6
4172,2024-02-03,148.64
2075,2025-02-07,328.86
6698,2024-03-22,582.8
5472,2024-10-18,84.34
2837,2025-03-25,943.92
2500,2023-10-09,371.43
2138,2023-07-12,913.46
4098,2023-04-13,782.72
5697,2024-10-14,757.88
3886,2024-08-20,610.65
4758,2024-02-20,630.52
5921,2023-04-18,641.62
3901,2023-11-24,632.43
4611,2025-03-01,558.19
5987,2024-05-22,986.55
3450,2024-03-09,734.97
2547,2023-05-28,779.18
6677,2024-06-14,873.74
4004,2024-06-13,223.48
4097,2024-11-19,92.97
2704,2023-07-30,488.07
4404,2024-08-11,518.94
3626,2023-04-06,830.89
5332,2023-04-04,449.35
6734,2024-01-03,575.14
4979,2025-02-23,531.8
6737,2023-05-11,47.82
4840,2024-07-14,619.06
5385,2024-06-24,829.76
4660,2024-07-30,165.93
3862,2023-06-15,598.39
4857,2025-03-14,597.67
2686,2024-03-02,172.54
6284,2023-11-22,132.23
3620,2023-11-29,980.25
6644,2024-08-09,399.78
3432,2023-08-18,235.15
2876,2024-11-05,179.61
6714,2023-10-21,670.93
4462,2024-10-01,613.35
3366,2024-10-23,647.12
3244,2023-05-01,97.13
6999,2023-04-08,894.6
2163,2025-03-06,395.37
3975,2024-04-20,320.24
5292,2023-06-09,467.74
2270,2024-10-01,396.17
2632,2025-03-17,864.94
2906,2023-09-26,929.97
5472,2024-08-05,310.42
5254,2024-09-08,865.3
4015,2023-07-09,783.71
3642,2023-12-25,931.5
2205,2024-04-18,253.29
2582,2023-05-25,581.19
2841,2023-05-17,281.8
3720,2023-08-16,825.85
4644,2024-07-23,15.27
4298,2023-12-09,569.17
2875,2025-03-21,345.81
2690,2025-01-17,329.46
6001,2024-04-18,648.46
5142,2023-05-20,852.97
3423,2024-08-30,613.1
2672,2024-01-06,854.64
3172,2023-04-05,271.95
5727,2024-11-11,524.31
2944,2024-04-19,456.03
3450,2023-05-12,21.53
5738,2023-12-26,561.24
4540,2023-07-16,664.91
5960,2023-07-23,596.0
6992,2025-01-21,738.92
6261,2023-10-16,575.63
4362,2025-02-05,76.08
5653,2023-09-27,125.28
5671,2024-08-20,600.51
3754,2024-08-08,282.23
4353,2024-06-12,88.85
3939,2024-02-26,435.31
2371,2023-06-23,558.78
6949,2025-01-31,335.46
6480,2024-07-03,723.23
3932,2024-09-09,647.33
2425,2024-12-01,339.49
6725,2024-03-23,757.32
2895,2025-02-14,652.21
2598,2024-06-06,641.07
5063,2024-03-25,557.89
4337,2023-08-29,21.28
6689,2023-05-06,699.54
3688,2024-02-07,382.28
2573,2024-04-01,943.18
4091,2023-11-28,819.8
5670,2024-08-15,591.82
6273,2024-10-19,259.66
6625,2024-02-03,211.68
3634,2024-04-06,346.98
3518,2023-04-03,481.8
6294,2023-03-28,303.1
4658,2024-07-18,519.78
5649,2024-07-20,173.72
6949,2023-06-29,977.94
5589,2023-12-03,116.85
3538,2023-08-26,932.62
5138,2024-10-05,914.44
2098,2024-10-12,530.11
5216,2025-03-01,727.66
6531,2023-11-02,441.69
6733,2023-08-12,633.73
5751,2024-11-26,347.17
5158,2024-10-22,308.15
6684,2025-03-09,582.45
2344,2023-09-21,503.15
6667,2023-08-15,583.74
2611,2024-08-19,293.79
3728,2024-01-17,373.29
4291,2024-08-26,93.06
3855,2024-12-19,61.75
4609,2025-02-11,260.92
4080,2023-04-17,83.5
4325,2023-09-22,112.74
6628,2024-06-30,814.8
3178,2023-10-30,48.48
3092,2025-01-23,662.35
6980,2025-02-23,279.83
4792,2024-07-12,872.83
3750,2024-01-24,490.14
4676,2023-09-29,312.52
2782,2023-05-18,522.46
5049,2023-12-06,388.14
4106,2023-08-11,568.66
5868,2024-08-07,123.39
6977,2025-01-03,997.02
6543,2023-12-02,431.3
4114,2024-08-12,354.75
5971,2023-11-20,713.11
3992,2025-02-08,370.26
3068,2024-06-29,834.94
3578,2024-01-07,459.73
3012,2024-12-12,722.36
4275,2024-02-07,116.38
6870,2023-07-12,847.66
3815,2024-05-02,738.36
4427,2024-09-25,219.6
6403,2024-02-10,153.83
6875,2024-05-04,323.13
4552,2023-04-04,976.31
5658,2023-08-18,264.26
2008,2023-03-29,461.57
4556,2023-07-20,39.72
2476,2023-10-20,403.26
4212,2024-03-24,575.61
2485,2024-01-21,953.59
6655,2023-07-24,521.57
4286,2023-11-30,820.92
6564,2024-06-22,551.66
5526,2023-05-29,50.38
5340,2023-09-08,321.86
4823,2024-03-06,579.79
6944,2024-10-09,951.09
4925,2024-12-14,860.54
2259,2024-04-16,236.07
2283,2024-12-23,227.91
3899,2023-10-26,209.16
6136,2023-04-11,923.27
4977,2023-10-19,854.14
4268,2024-05-12,777.13
5201,2024-11-16,398.81
2613,2024-04-19,509.34
2688,2023-05-21,469.69
5691,2023-04-29,260.86
2613,2023-10-11,509.98
4308,2023-10-03,40.19
5014,2024-01-13,140.49
3782,2024-09-28,887.72
4592,2024-11-03,754.16
4697,2024-09-14,428.64
5959,2024-01-14,521.98
2575,2024-10-26,376.3
3911,2024-05-10,743.37
5605,2023-09-11,786.35
2670,2023-06-22,765.65
6365,2023-07-15,725.39
3284,2023-07-06,212.46
2924,2023-04-16,344.59
3126,2024-12-03,475.15
3530,2023-04-22,337.49
3595,2024-05-29,757.39
2247,2024-05-08,336.06
5712,2024-04-12,146.85
3561,2024-03-03,405.05
4401,2023-07-15,980.12
4244,2025-03-12,233.62
5865,2023-11-01,616.04
3940,2024-04-12,438.64
5070,2023-09-15,80.31
2227,2023-08-23,493.0
5548,2024-03-11,705.14
2265,2024-01-07,518.09
3396,2024-07-03,873.39
5558,2023-08-10,296.05
2646,2024-09-30,95.39
4991,2023-12-25,937.2
3900,2023-04-22,384.41
4505,2024-12-10,580.64
4773,2023-08-29,794.08
3155,2025-03-01,331.07
2588,2024-05-20,719.0
6572,2024-11-17,144.06
3822,2024-06-11,298.38
2986,2025-01-19,153.26
6080,2023-12-21,813.12
5349,2024-11-06,230.42
5832,2024-05-30,720.23
3242,2023-06-02,943.87
2190,2023-07-14,532.49
2981,2024-03-14,544.63
3699,2024-03-21,466.42
3716,2023-07-05,332.63
4594,2024-10-02,480.9
6137,2023-03-28,606.78
6434,2024-02-25,986.13
3099,2024-05-01,938.39
4327,2024-05-09,863.53
5248,2024-08-24,890.24
2896,2024-01-15,473.17
3675,2024-11-09,660.87
4910,2025-03-14,896.12
2931,2023-09-23,399.02
6385,2024-07-30,962.14
2724,2024-12-04,421.63
4941,2024-10-07,605.07
3090,2024-11-27,712.71
6579,2025-01-19,951.09
2936,2023-11-28,252.17
4296,2024-10-16,748.67
2156,2024-09-28,525.61
3071,2024-05-02,275.87
3959,2024-11-30,778.84
4502,2024-10-29,556.7
6220,2023-11-10,664.36
5831,2024-09-25,329.67
2855,2024-06-19,486.46
2640,2024-12-25,621.18
4239,2025-01-24,410.86
3603,2023-06-12,206.39
2442,2024-08-13,962.02
6629,2024-09-29,516.35
3337,2024-07-25,736.58
5701,2023-05-19,416.94
2949,2024-02-04,361.58
5374,2024-07-08,413.09
2460,2024-12-20,415.1
6647,2024-02-19,548.74
2393,2025-01-30,548.04
5939,2024-01-17,502.18
3788,2024-01-21,143.44
6941,2023-12-05,501.11
4258,2023-05-22,177.41
3139,2025-01-15,134.87
5809,2024-06-03,933.32
6742,2023-03-31,608.9
4455,2023-10-27,662.9
3467,2023-05-08,407.78
5675,2024-05-10,909.89
3378,2023-05-21,641.55
4598,2023-10-20,771.48
2142,2024-07-05,374.88
4660,2024-04-07,960.41
6597,2024-02-16,822.26
2840,2023-10-26,855.41
5619,2023-08-07,180.47
5918,2024-04-26,278.25
2596,2024-05-02,292.77
3905,2024-12-16,278.2
2281,2023-09-28,856.85
2424,2023-12-13,41.57
6366,2024-12-18,85.34
6250,2024-06-27,281.18
3751,2024-05-05,207.87
6758,2023-05-20,239.54
3968,2024-12-05,799.96
6089,2024-06-18,567.5
6179,2025-01-06,15.71
4947,2024-01-10,435.03
3450,2024-06-01,413.81
4332,2023-04-30,122.81
4221,2025-03-18,679.38
5790,2023-09-04,705.08
4811,2024-04-15,723.68
6729,2024-06-20,731.19
3532,2024-04-18,10.05
6883,2025-01-01,954.38
4991,2023-12-15,816.07
6494,2024-03-30,904.94
3144,2023-10-15,25.49
2934,2025-01-24,934.52
3461,2025-01-08,811.69
4724,2024-07-24,838.85
4513,2023-10-02,102.35
2286,2023-05-26,741.39
2265,2023-09-11,960.32
4368,2024-04-01,681.76
5448,2025-02-13,574.86
6917,2024-02-01,946.17
3763,2025-01-15,448.51
5049,2024-07-28,603.3
4382,2024-12-03,481.57
4270,2024-01-06,933.52
2041,2023-03-29,85.32
2068,2024-04-08,506.11
2988,2023-06-12,690.08
6009,2024-11-07,793.99
5199,2025-03-05,587.19
6791,2025-02-10,909.83
4525,2025-01-17,942.57
3086,2024-01-26,73.68
4480,2025-02-12,408.35
3694,2023-06-13,33.22
4316,2024-07-15,336.12
2779,2023-08-21,541.5
6590,2024-03-30,911.69
3586,2023-09-06,848.09
3493,2023-09-06,136.22
2661,2023-05-26,102.1
3349,2024-11-21,593.37
3300,2024-04-09,536.8
5941,2024-06-19,273.71
3987,2023-05-29,900.46
4045,2023-07-31,928.09
5517,2023-08-10,408.59
3059,2024-09-20,891.4
2977,2025-01-01,390.11
6578,2024-10-11,739.45
2728,2024-11-11,481.18
4528,2023-12-29,131.36
5137,2023-06-13,928.65
2343,2023-07-09,459.56
3448,2024-09-02,737.14
4380,2024-09-09,373.5
5660,2024-08-19,28.69
2527,2024-07-13,109.53
3897,2024-05-19,501.26
6755,2023-06-21,693.06
4074,2024-03-28,341.39
6916,2025-02-11,698.53
2406,2024-10-17,701.65
3574,2023-08-16,706.9
6601,2023-09-04,497.6
5741,2023-05-05,915.74
6275,2024-01-12,494.3
6228,2023-04-05,455.76
3847,2023-11-20,207.39
3479,2024-04-25,314.58
4396,2024-04-11,51.91
2772,2023-07-01,637.2
2579,2024-12-20,256.05
4902,2024-04-12,311.11
2194,2023-06-21,773.11
4008,2024-07-29,333.95
3186,2024-02-26,249.77
4395,2025-03-18,177.37
4999,2024-04-02,777.11
3793,2025-03-23,138.41
3111,2024-06-22,459.22
6006,2023-09-27,511.86
4262,2023-09-11,690.52
5737,2024-11-17,636.95
5794,2024-09-19,812.61
3937,2023-10-05,54.3
6876,2024-03-14,303.48
6358,2023-09-14,287.33
2730,2023-04-15,154.56
6379,2024-12-27,296.29
5452,2024-12-08,316.67
6458,2025-03-04,526.67
6537,2025-03-18,667.07
4141,2024-11-23,387.29
3645,2025-02-09,722.28
4801,2024-09-04,342.8
6963,2024-02-24,297.38
2142,2023-08-14,545.78
3456,2025-03-24,33.48
6797,2023-07-06,88.99
4097,2024-12-08,423.79
3326,2024-04-16,943.48
6977,2024-09-01,724.3
3214,2025-02-18,97.25
3160,2024-03-20,847.85
6651,2023-05-06,734.98
6500,2023-07-16,614.84
6988,2024-02-28,822.09
6698,2024-06-05,410.07
2341,2025-01-24,229.29
5829,2023-06-16,516.9
3969,2025-01-05,553.35
2704,2024-09-01,542.94
6414,2023-10-28,569.42
4430,2023-05-17,949.22
3801,2024-03-29,903.22
6913,2024-01-30,876.96
6649,2024-02-05,803.4
2856,2023-08-28,943.99
3813,2024-10-26,107.51
4867,2024-07-02,272.47
5643,2023-09-25,500.11
2183,2023-04-30,848.07
5113,2023-04-13,510.11
6493,2024-08-28,750.55
3518,2024-01-19,147.57
3357,2024-04-27,259.89
4175,2024-01-08,734.46
5630,2024-09-09,173.09
5629,2024-08-29,357.84
6097,2023-07-29,272.22
5240,2025-01-22,356.36
5692,2025-02-12,711.24
2019,2023-05-24,374.17
5404,2024-07-01,559.71
6680,2025-02-01,108.93
6552,2024-05-26,806.97
5005,2023-10-30,376.19
3133,2024-06-17,652.05
5340,2024-09-07,728.14
5312,2024-12-19,217.56
5373,2024-01-23,885.83
2988,2023-10-26,620.06
5322,2023-04-30,434.44
6616,2023-03-27,190.51
6955,2024-02-17,942.88
2174,2023-11-27,757.52
5742,2024-05-19,215.94
5053,2023-08-03,344.33
2727,2024-10-25,811.58
5761,2024-06-29,698.72
3876,2024-04-07,768.13
6034,2024-12-24,446.79
2990,2023-12-20,719.31
5745,2024-11-21,392.63
4687,2023-07-08,219.15
2420,2023-06-30,636.35
2594,2023-07-10,976.25
3775,2025-02-25,317.49
4460,2024-03-01,466.36
2936,2024-02-02,677.26
5809,2024-07-25,546.09
2332,2025-03-08,844.99
5450,2023-08-17,764.13
4703,2024-02-20,67.71
6007,2024-03-18,998.44
5869,2024-11-13,754.88
6201,2024-07-19,865.26
2202,2023-12-19,654.69
4498,2024-08-02,857.72
3843,2024-11-08,121.26
3867,2025-02-20,354.26
3997,2025-01-12,877.66
2910,2024-12-11,209.64
6306,2024-08-25,87.46
6659,2023-11-13,790.24
5190,2024-08-02,837.13
2771,2024-12-10,171.03
5156,2023-08-21,855.8
4502,2023-06-23,689.9
4715,2024-11-30,524.88
6725,2024-07-16,831.95
5586,2023-11-13,425.06
3629,2024-06-12,202.05
2387,2024-02-18,292.0
5422,2023-07-05,510.11
6009,2023-06-25,536.02
6094,2023-07-20,807.53
6364,2024-11-21,793.44
4467,2023-07-29,585.55
4283,2024-07-30,782.98
3857,2023-08-10,199.86
3999,2023-04-26,59.56
3237,2024-12-29,874.9
6670,2023-04-23,84.8
6145,2025-03-23,254.22
3151,2024-07-19,698.37
6319,2024-06-04,415.35
3432,2025-01-23,877.55
3820,2025-01-08,305.0
4325,2023-06-29,21.75
3131,2023-09-10,307.65
4659,2024-08-07,582.29
5501,2023-06-12,382.18
2375,2025-02-18,539.52
4121,2025-01-10,877.83
6021,2024-06-22,913.36
4022,2023-05-06,273.31
5706,2024-03-02,467.52
5260,2024-07-11,553.65
5436,2025-03-22,949.62
3890,2024-09-16,998.63
3824,2024-07-11,243.05
3475,2024-11-04,729.71
4243,2023-05-25,384.25
5244,2023-11-30,18.03
5135,2023-06-02,19.16
4071,2024-04-14,465.96
2360,2024-01-04,493.45
4042,2023-04-11,32.34
3142,2024-06-07,690.06
3636,2025-02-07,301.06
6001,2023-11-27,564.29
3944,2024-02-01,307.91
6775,2024-06-21,175.46
5362,2024-11-01,413.1
4981,2025-01-26,239.95
2007,2024-06-13,539.45
5268,2023-04-06,206.84
3592,2024-11-03,513.32
6929,2023-11-23,165.8
5265,2024-07-22,674.26
4607,2024-10-05,756.4
5220,2024-05-27,119.29
5274,2023-10-02,473.12
2914,2025-02-07,80.16
4012,2024-11-08,602.2
3443,2024-05-07,271.76
5055,2023-07-17,532.35
5547,2025-03-20,522.29
6222,2024-11-20,925.11
6913,2024-09-13,553.59
4929,2024-10-06,587.17
3830,2023-10-12,407.64
2576,2024-08-07,949.59
2930,2023-10-04,779.41
5760,2024-02-07,292.55
5700,2023-08-08,845.77
3464,2024-09-28,438.07
5276,2024-05-19,830.38
6929,2023-07-18,824.66
3055,2023-08-16,196.98
3901,2024-04-11,704.13
3458,2024-01-15,297.74
3400,2024-12-17,304.52
5416,2024-01-10,303.38
2443,2025-01-22,728.31
5651,2023-06-20,237.53
6653,2024-12-28,10.9
3179,2024-06-14,718.08
6459,2024-08-29,179.47
3258,2024-11-04,113.44
5635,2023-11-15,245.14
3842,2023-12-14,386.1
4310,2025-03-14,481.15
2911,2024-10-08,54.12
6341,2023-10-13,970.87
6638,2024-04-04,718.9
6010,2023-08-06,329.96
4170,2024-09-06,325.51
4173,2024-11-15,454.06
2124,2023-10-17,629.98
5159,2024-06-14,154.91
2786,2024-09-12,197.04
4417,2024-12-15,860.84
2797,2024-11-10,263.69
6173,2025-03-19,386.39
6155,2024-01-01,872.56
