Order_ID,Customer_ID,Order_Date,Product_Name,Category,Quantity,Unit_Price ($),Total_Amount ($)
10994,3450,2024-07-08,Jacket,Clothing,1,321.12,321.12
10995,2428,2024-10-31,Lego,Toys,1,347.9,347.9
10996,2397,2024-11-26,Skincare Set,Beauty,4,394.93,1579.72
10997,2796,2025-02-18,Foundation,Beauty,2,300.73,601.46
10998,2107,2024-05-10,Fiction,Books,1,133.15,133.15
10999,6050,2023-12-15,Blender,Home & Kitchen,4,445.73,1782.92
11000,2098,2023-12-20,Jeans,Clothing,2,407.44,814.88
11001,3904,2025-01-01,Doll,Toys,1,88.43,88.43
11002,5571,2024-12-15,Headphones,Electronics,1,414.99,414.99
11003,5302,2025-01-02,Lipstick,Beauty,2,486.6,973.2
11004,2043,2023-06-22,Doll,Toys,2,322.24,644.48
11005,3578,2023-04-03,Doll,Toys,5,148.08,740.4
11006,6191,2023-06-06,Jacket,Clothing,5,307.23,1536.15
11007,6284,2023-09-06,Doll,Toys,4,177.84,711.36
11008,2385,2025-02-25,Foundation,Beauty,4,341.21,1364.84
11009,6915,2024-10-09,Microwave,Home & Kitchen,3,276.95,830.85
11010,5472,2024-10-01,Skincare Set,Beauty,5,465.45,2327.25
11011,5578,2024-08-06,Headphones,Electronics,2,312.78,625.56
11012,5239,2023-05-23,Microwave,Home & Kitchen,5,114.85,574.25
11013,3697,2023-11-14,Fiction,Books,4,365.3,1461.2
11014,4135,2024-09-08,Sneakers,Clothing,4,157.43,629.72
11015,5893,2023-09-15,Perfume,Beauty,4,143.47,573.88
11016,4537,2023-03-29,Blender,Home & Kitchen,2,201.97,403.94
11017,6322,2023-09-28,Lego,Toys,1,15.88,15.88
11018,4393,2024-07-31,Cookware,Home & Kitchen,4,484.88,1939.52
11019,6614,2023-05-14,Skincare Set,Beauty,5,270.84,1354.2
11020,5816,2023-11-18,Biography,Books,1,389.01,389.01
11021,2296,2024-08-02,Skincare Set,Beauty,5,136.35,681.75
11022,2414,2024-02-04,Comics,Books,4,375.84,1503.36
11023,3996,2023-07-08,Lego,Toys,2,287.91,575.82
11024,2004,2023-10-31,Lipstick,Beauty,1,217.83,217.83
11025,2178,2023-06-11,Vacuum Cleaner,Home & Kitchen,1,485.63,485.63
11026,2746,2023-04-20,Tablet,Electronics,4,251.98,1007.92
11027,6355,2024-07-21,Headphones,Electronics,4,332.15,1328.6
11028,2652,2023-11-04,Doll,Toys,4,17.52,70.08
11029,5890,2025-02-13,Cookware,Home & Kitchen,3,157.71,473.13
11030,5272,2024-02-09,Tablet,Electronics,2,445.46,890.92
11031,4483,2024-06-23,Action Figure,Toys,2,381.89,763.78
11032,2290,2023-06-11,Fiction,Books,4,273.01,1092.04
11033,2803,2024-02-06,Cookware,Home & Kitchen,3,451.08,1353.24
11034,4531,2023-09-06,Comics,Books,4,248.25,993.0
11035,2234,2024-09-14,Microwave,Home & Kitchen,4,287.59,1150.36
11036,2408,2024-01-21,Biography,Books,2,197.25,394.5
11037,2694,2023-10-02,Biography,Books,3,313.82,941.46
11038,3170,2023-09-11,Smartphone,Electronics,2,166.31,332.62
11039,6658,2023-07-11,Microwave,Home & Kitchen,4,198.89,795.56
11040,4478,2024-12-23,Foundation,Beauty,5,483.5,2417.5
11041,2432,2024-11-23,Headphones,Electronics,1,64.54,64.54
11042,4545,2023-06-26,Comics,Books,4,61.58,246.32
11043,2983,2023-06-08,Comics,Books,3,31.22,93.66
11044,5161,2023-09-06,Skincare Set,Beauty,5,166.82,834.1
11045,5045,2024-12-25,Skincare Set,Beauty,3,205.13,615.39
11046,6993,2024-02-03,Biography,Books,4,56.31,225.24
11047,5925,2025-03-15,Skincare Set,Beauty,4,279.07,1116.28
11048,5313,2023-09-24,Jeans,Clothing,1,295.82,295.82
11049,6874,2023-07-29,Tablet,Electronics,3,378.0,1134.0
11050,6319,2023-04-08,Blender,Home & Kitchen,5,488.22,2441.1
11051,3689,2023-07-25,Lipstick,Beauty,1,313.48,313.48
11052,2468,2024-01-08,Lipstick,Beauty,3,64.71,194.13
11053,4617,2024-07-20,Jeans,Clothing,4,53.38,213.52
11054,3346,2023-06-01,Vacuum Cleaner,Home & Kitchen,1,391.0,391.0
11055,4423,2024-10-21,Sneakers,Clothing,4,328.66,1314.64
11056,6508,2023-06-28,Blender,Home & Kitchen,2,89.34,178.68
11057,6722,2023-06-27,Headphones,Electronics,2,134.15,268.3
11058,3012,2024-02-24,Skincare Set,Beauty,1,377.62,377.62
11059,3678,2024-08-13,Laptop,Electronics,1,287.42,287.42
11060,5698,2023-06-08,Microwave,Home & Kitchen,3,296.65,889.95
11061,6898,2024-01-06,Perfume,Beauty,5,112.9,564.5
11062,6067,2024-05-20,Jeans,Clothing,5,318.24,1591.2
11063,3893,2024-04-19,Comics,Books,2,387.61,775.22
11064,4870,2023-05-08,T-Shirt,Clothing,2,443.77,887.54
11065,6351,2023-10-16,Biography,Books,2,370.99,741.98
11066,3487,2024-06-16,Jeans,Clothing,4,292.42,1169.68
11067,5340,2023-07-08,Blender,Home & Kitchen,5,339.9,1699.5
11068,3417,2023-05-19,Tablet,Electronics,1,247.7,247.7
11069,6858,2025-01-02,Non-Fiction,Books,2,121.18,242.36
11070,4847,2023-10-04,Vacuum Cleaner,Home & Kitchen,3,442.28,1326.84
11071,3358,2024-09-24,Headphones,Electronics,1,270.99,270.99
11072,6061,2024-11-30,Smartphone,Electronics,1,301.22,301.22
11073,6661,2023-08-20,Perfume,Beauty,1,495.15,495.15
11074,3392,2023-07-31,Foundation,Beauty,5,492.66,2463.3
11075,3579,2025-01-13,Foundation,Beauty,2,297.29,594.58
11076,5750,2023-05-28,Non-Fiction,Books,3,26.64,79.92
11077,5626,2023-06-28,Fiction,Books,4,204.11,816.44
11078,4504,2023-12-10,Tablet,Electronics,3,469.27,1407.81
11079,5138,2023-08-31,Fiction,Books,3,151.27,453.81
11080,4910,2024-10-12,Tablet,Electronics,3,499.64,1498.92
11081,4665,2023-11-11,Microwave,Home & Kitchen,4,51.32,205.28
11082,2400,2024-07-28,T-Shirt,Clothing,3,288.38,865.14
11083,6383,2024-07-11,Smartphone,Electronics,3,262.57,787.71
11084,5958,2023-08-02,Smartphone,Electronics,2,135.12,270.24
11085,4234,2023-10-01,Cookware,Home & Kitchen,2,474.82,949.64
11086,3540,2024-03-23,Lipstick,Beauty,2,313.39,626.78
11087,2237,2025-03-05,Action Figure,Toys,1,122.81,122.81
11088,6911,2024-09-21,Foundation,Beauty,3,198.18,594.54
11089,2928,2024-11-01,Perfume,Beauty,5,363.4,1817.0
11090,6510,2024-02-15,Smartphone,Electronics,5,155.87,779.35
11091,2420,2024-05-31,Headphones,Electronics,5,441.01,2205.05
11092,6125,2024-02-12,Comics,Books,4,91.18,364.72
11093,4396,2023-09-27,Non-Fiction,Books,2,139.61,279.22
11094,2661,2024-08-08,T-Shirt,Clothing,2,81.0,162.0
11095,4624,2024-05-16,Sneakers,Clothing,2,61.05,122.1
11096,5951,2024-01-10,Lego,Toys,4,157.15,628.6
11097,2450,2025-01-05,Comics,Books,3,499.6,1498.8
11098,2380,2023-06-12,Laptop,Electronics,1,56.22,56.22
11099,3251,2024-02-17,Cookware,Home & Kitchen,2,114.37,228.74
11100,4460,2024-03-07,Fiction,Books,3,143.09,429.27
11101,4999,2024-05-04,Laptop,Electronics,5,313.37,1566.85
11102,6452,2024-06-10,Biography,Books,1,375.22,375.22
11103,4302,2024-10-29,Skincare Set,Beauty,5,378.45,1892.25
11104,2727,2024-02-29,Fiction,Books,3,14.23,42.69
11105,3468,2024-12-08,Lego,Toys,3,329.41,988.23
11106,4729,2023-06-27,Perfume,Beauty,5,319.06,1595.3
11107,5153,2024-06-28,Tablet,Electronics,1,263.65,263.65
11108,5521,2025-02-16,Lipstick,Beauty,5,195.81,979.05
11109,6906,2023-12-28,Biography,Books,5,400.75,2003.75
11110,5355,2023-09-07,Foundation,Beauty,5,178.5,892.5
11111,2416,2023-12-25,Lego,Toys,1,122.71,122.71
11112,2600,2024-03-28,Vacuum Cleaner,Home & Kitchen,4,161.95,647.8
11113,5075,2025-02-03,Skincare Set,Beauty,1,225.43,225.43
11114,6175,2024-11-22,Lego,Toys,5,114.89,574.45
11115,3568,2024-09-20,Lipstick,Beauty,2,307.71,615.42
11116,3095,2024-04-29,Jeans,Clothing,2,443.26,886.52
11117,4944,2024-02-27,Microwave,Home & Kitchen,3,301.78,905.34
11118,6154,2024-11-21,Smartphone,Electronics,4,228.87,915.48
11119,3448,2023-12-03,Lego,Toys,3,400.47,1201.41
11120,3493,2024-09-17,Skincare Set,Beauty,3,376.54,1129.62
11121,4672,2024-07-09,Blender,Home & Kitchen,2,189.86,379.72
11122,3459,2023-09-11,Tablet,Electronics,1,306.04,306.04
11123,3209,2024-09-30,Cookware,Home & Kitchen,3,367.62,1102.86
11124,6935,2024-08-29,Lego,Toys,3,130.28,390.84
11125,4213,2024-08-08,T-Shirt,Clothing,4,189.47,757.88
11126,3355,2024-01-29,Action Figure,Toys,2,61.83,123.66
11127,2213,2024-06-27,Lego,Toys,1,493.96,493.96
11128,5895,2023-10-21,Tablet,Electronics,4,52.08,208.32
11129,6603,2024-02-25,Headphones,Electronics,1,92.62,92.62
11130,4964,2023-03-28,Skincare Set,Beauty,1,245.12,245.12
11131,4849,2024-12-22,Biography,Books,3,433.98,1301.94
11132,5043,2023-05-18,Action Figure,Toys,4,184.38,737.52
11133,5035,2024-08-11,Laptop,Electronics,3,386.61,1159.83
11134,3733,2024-08-20,Action Figure,Toys,5,341.26,1706.3
11135,5082,2024-10-13,Lego,Toys,1,322.95,322.95
11136,3271,2024-06-14,Smartphone,Electronics,4,424.06,1696.24
11137,6869,2024-12-30,Sneakers,Clothing,2,16.94,33.88
11138,3530,2024-12-29,Sneakers,Clothing,3,465.28,1395.84
11139,3082,2024-03-20,Action Figure,Toys,5,416.32,2081.6
11140,5532,2024-02-27,Jeans,Clothing,5,469.55,2347.75
11141,3152,2023-08-23,Lego,Toys,5,398.86,1994.3
11142,3723,2024-11-08,Lipstick,Beauty,3,440.51,1321.53
11143,2717,2023-04-08,Laptop,Electronics,2,109.51,219.02
11144,6200,2024-08-25,Doll,Toys,4,166.42,665.68
11145,4191,2024-03-23,T-Shirt,Clothing,1,164.46,164.46
11146,2205,2024-02-13,T-Shirt,Clothing,2,63.49,126.98
11147,5830,2025-03-02,Blender,Home & Kitchen,3,367.49,1102.47
11148,5110,2023-09-02,Vacuum Cleaner,Home & Kitchen,4,76.72,306.88
11149,6095,2024-01-10,T-Shirt,Clothing,1,35.73,35.73
11150,3333,2024-02-19,Perfume,Beauty,4,389.97,1559.88
11151,4049,2023-11-06,Biography,Books,1,453.28,453.28
11152,3850,2023-12-07,Doll,Toys,1,384.42,384.42
11153,6843,2023-06-02,Vacuum Cleaner,Home & Kitchen,5,414.42,2072.1
11154,3238,2024-11-05,Board Game,Toys,3,301.85,905.55
11155,4019,2025-01-19,Blender,Home & Kitchen,2,445.0,890.0
11156,2518,2024-05-25,Tablet,Electronics,5,253.38,1266.9
11157,3439,2025-02-24,Tablet,Electronics,5,494.28,2471.4
11158,6087,2024-11-27,Jeans,Clothing,4,60.67,242.68
11159,4053,2025-01-27,Smartphone,Electronics,1,406.5,406.5
11160,6369,2024-12-24,Tablet,Electronics,1,324.28,324.28
11161,6518,2023-10-18,Biography,Books,4,294.52,1178.08
11162,4313,2024-06-17,Skincare Set,Beauty,3,365.65,1096.95
11163,4260,2023-12-09,Jacket,Clothing,1,421.74,421.74
11164,5150,2024-12-28,Biography,Books,5,432.81,2164.05
11165,2782,2025-02-10,Jacket,Clothing,5,95.94,479.7
11166,4714,2023-06-17,Skincare Set,Beauty,1,106.55,106.55
11167,3245,2023-03-30,T-Shirt,Clothing,1,17.92,17.92
11168,4417,2024-08-16,Action Figure,Toys,3,74.6,223.8
11169,2976,2024-11-05,Action Figure,Toys,1,139.3,139.3
11170,5492,2024-12-12,Lego,Toys,3,363.31,1089.93
11171,5426,2023-11-04,Laptop,Electronics,5,243.13,1215.65
11172,2417,2025-03-08,Skincare Set,Beauty,3,381.37,1144.11
11173,2215,2023-07-11,Biography,Books,1,248.4,248.4
11174,5979,2023-06-28,Comics,Books,2,282.24,564.48
11175,3136,2023-05-05,Cookware,Home & Kitchen,1,64.42,64.42
11176,5776,2024-03-13,Non-Fiction,Books,2,390.51,781.02
11177,3583,2025-02-14,Doll,Toys,5,381.48,1907.4
11178,6524,2023-12-22,Action Figure,Toys,4,160.71,642.84
11179,2733,2024-08-26,Vacuum Cleaner,Home & Kitchen,5,171.0,855.0
11180,4747,2024-03-26,Smartphone,Electronics,5,117.64,588.2
11181,4264,2025-03-17,Fiction,Books,5,408.78,2043.9
11182,6509,2024-06-21,Skincare Set,Beauty,3,376.03,1128.09
11183,5805,2024-09-15,Microwave,Home & Kitchen,5,308.48,1542.4
11184,4428,2025-02-13,Comics,Books,4,127.02,508.08
11185,2232,2024-05-03,Tablet,Electronics,1,94.21,94.21
11186,6931,2024-05-04,Lipstick,Beauty,2,34.63,69.26
11187,6354,2024-02-05,Lipstick,Beauty,5,32.35,161.75
11188,2403,2023-12-05,Smartphone,Electronics,2,101.7,203.4
11189,6866,2023-10-07,Comics,Books,5,59.26,296.3
11190,2065,2024-03-21,Sneakers,Clothing,3,282.49,847.47
11191,4238,2024-10-23,Biography,Books,2,185.46,370.92
11192,2950,2024-02-24,Blender,Home & Kitchen,5,228.02,1140.1
11193,2173,2023-05-21,Blender,Home & Kitchen,5,301.09,1505.45
11194,4676,2024-11-28,Comics,Books,4,332.96,1331.84
11195,3251,2024-06-01,Lego,Toys,4,327.62,1310.48
11196,5049,2023-04-16,Cookware,Home & Kitchen,4,137.82,551.28
11197,6006,2024-01-26,T-Shirt,Clothing,3,406.72,1220.16
11198,2638,2023-10-13,Lego,Toys,2,459.68,919.36
11199,2949,2024-04-12,Jacket,Clothing,3,164.81,494.43
11200,4261,2024-11-10,Perfume,Beauty,1,18.36,18.36
11201,3695,2023-08-18,Blender,Home & Kitchen,5,450.59,2252.95
11202,6848,2025-01-26,Doll,Toys,5,462.54,2312.7
11203,6758,2024-08-05,Biography,Books,5,34.96,174.8
11204,2143,2023-09-13,Board Game,Toys,4,12.43,49.72
11205,6582,2024-04-05,Skincare Set,Beauty,5,410.04,2050.2
11206,3461,2024-01-04,Jacket,Clothing,4,157.72,630.88
11207,5888,2023-09-16,Foundation,Beauty,1,458.15,458.15
11208,2293,2024-04-24,Laptop,Electronics,3,116.2,348.6
11209,3644,2024-02-13,Blender,Home & Kitchen,3,431.97,1295.91
11210,4719,2024-04-30,Fiction,Books,3,43.64,130.92
11211,2838,2024-05-23,Jeans,Clothing,4,137.71,550.84
11212,3038,2023-06-29,Perfume,Beauty,2,486.83,973.66
11213,2272,2025-03-11,Non-Fiction,Books,2,123.29,246.58
11214,3959,2023-11-20,Blender,Home & Kitchen,1,75.18,75.18
11215,4370,2024-07-16,Biography,Books,2,429.96,859.92
11216,2806,2024-02-27,Blender,Home & Kitchen,1,67.72,67.72
11217,5175,2023-08-06,Cookware,Home & Kitchen,5,57.75,288.75
11218,2883,2023-10-19,Vacuum Cleaner,Home & Kitchen,3,168.48,505.44
11219,2832,2023-12-27,Perfume,Beauty,4,321.31,1285.24
11220,5172,2024-02-25,Microwave,Home & Kitchen,1,358.27,358.27
11221,4192,2024-09-28,Non-Fiction,Books,4,441.81,1767.24
11222,4041,2024-07-12,Smartphone,Electronics,4,275.05,1100.2
11223,3595,2023-06-20,Comics,Books,3,202.77,608.31
11224,3627,2023-04-15,Lipstick,Beauty,5,185.83,929.15
11225,5585,2024-09-17,Cookware,Home & Kitchen,5,424.98,2124.9
11226,2274,2024-08-10,Headphones,Electronics,2,364.67,729.34
11227,2590,2023-05-07,Foundation,Beauty,5,453.66,2268.3
11228,4701,2023-04-21,Sneakers,Clothing,3,482.38,1447.14
11229,2583,2023-09-12,Jacket,Clothing,4,157.02,628.08
11230,5634,2024-09-29,Jacket,Clothing,1,269.54,269.54
11231,3991,2024-04-06,Smartphone,Electronics,1,319.59,319.59
11232,3259,2024-10-02,Non-Fiction,Books,5,90.29,451.45
11233,4867,2024-12-01,Tablet,Electronics,2,36.14,72.28
11234,5739,2025-03-17,Laptop,Electronics,1,435.2,435.2
11235,2572,2024-06-20,Tablet,Electronics,2,272.41,544.82
11236,2545,2024-05-23,Sneakers,Clothing,1,289.68,289.68
11237,6223,2023-10-23,Board Game,Toys,2,281.91,563.82
11238,6829,2024-09-10,Fiction,Books,2,379.93,759.86
11239,6513,2023-10-22,Action Figure,Toys,4,81.3,325.2
11240,2638,2024-04-12,Doll,Toys,3,310.88,932.64
11241,2041,2023-04-23,Tablet,Electronics,1,240.04,240.04
11242,6883,2024-06-23,Comics,Books,5,449.51,2247.55
11243,6393,2025-02-04,Action Figure,Toys,3,264.61,793.83
11244,3621,2025-02-09,Microwave,Home & Kitchen,4,472.04,1888.16
11245,5673,2023-11-14,Headphones,Electronics,4,183.09,732.36
11246,6138,2023-12-26,Headphones,Electronics,4,483.78,1935.12
11247,6129,2024-02-27,Tablet,Electronics,5,438.83,2194.15
11248,3300,2023-11-08,Cookware,Home & Kitchen,1,296.29,296.29
11249,6712,2023-11-24,Cookware,Home & Kitchen,1,183.32,183.32
11250,2160,2025-01-02,Sneakers,Clothing,2,194.2,388.4
11251,3953,2024-12-27,Perfume,Beauty,2,388.65,777.3
11252,3732,2024-04-21,Non-Fiction,Books,2,294.51,589.02
11253,4447,2023-12-19,Lipstick,Beauty,5,206.78,1033.9
11254,5163,2024-09-16,Smartphone,Electronics,3,321.67,965.01
11255,3733,2024-04-28,Lego,Toys,1,369.28,369.28
11256,2581,2024-10-18,Tablet,Electronics,2,21.22,42.44
11257,2220,2024-07-27,Board Game,Toys,5,54.03,270.15
11258,6475,2024-04-14,Jeans,Clothing,5,56.3,281.5
11259,3750,2024-02-28,Lipstick,Beauty,2,123.65,247.3
11260,3471,2023-09-23,Smartphone,Electronics,4,219.23,876.92
11261,6329,2023-05-28,Perfume,Beauty,4,403.79,1615.16
11262,3395,2023-05-11,T-Shirt,Clothing,4,182.04,728.16
11263,2922,2024-09-18,Perfume,Beauty,2,18.56,37.12
11264,4774,2024-07-19,Doll,Toys,5,246.85,1234.25
11265,6463,2024-12-27,Biography,Books,5,498.35,2491.75
11266,6577,2023-11-17,Sneakers,Clothing,1,181.02,181.02
11267,5435,2023-05-30,Skincare Set,Beauty,4,481.01,1924.04
11268,5583,2023-11-07,Tablet,Electronics,2,59.66,119.32
11269,3119,2024-07-04,Blender,Home & Kitchen,1,94.82,94.82
11270,3866,2023-08-01,Microwave,Home & Kitchen,5,364.82,1824.1
11271,6312,2023-12-13,Jacket,Clothing,1,255.59,255.59
11272,2725,2024-08-07,Cookware,Home & Kitchen,4,384.91,1539.64
11273,2712,2023-12-19,Fiction,Books,3,433.14,1299.42
11274,3826,2023-10-26,Jacket,Clothing,4,133.03,532.12
11275,5927,2024-09-11,Headphones,Electronics,4,344.59,1378.36
11276,2391,2024-12-25,Headphones,Electronics,2,307.72,615.44
11277,3071,2024-09-18,Jeans,Clothing,3,432.15,1296.45
11278,6488,2025-01-28,Vacuum Cleaner,Home & Kitchen,3,220.75,662.25
11279,4766,2025-02-28,Microwave,Home & Kitchen,3,35.42,106.26
11280,6481,2024-07-01,Smartphone,Electronics,5,291.35,1456.75
11281,4429,2025-02-08,Non-Fiction,Books,1,479.85,479.85
11282,6495,2023-06-20,Lego,Toys,5,17.17,85.85
11283,4148,2023-12-10,Vacuum Cleaner,Home & Kitchen,3,127.73,383.19
11284,5573,2024-02-22,Biography,Books,2,164.87,329.74
11285,6479,2024-05-31,Microwave,Home & Kitchen,4,385.26,1541.04
11286,4755,2024-07-04,Doll,Toys,4,168.41,673.64
11287,5264,2024-02-09,Jacket,Clothing,5,127.15,635.75
11288,5826,2024-07-15,Foundation,Beauty,5,327.79,1638.95
11289,5417,2024-06-21,Tablet,Electronics,2,32.74,65.48
11290,4058,2023-09-28,Jacket,Clothing,4,93.59,374.36
11291,4312,2023-11-26,Blender,Home & Kitchen,5,209.93,1049.65
11292,4880,2024-06-09,Doll,Toys,1,184.24,184.24
11293,5643,2024-08-18,Tablet,Electronics,5,180.11,900.55
11294,4610,2025-01-29,Perfume,Beauty,5,63.19,315.95
11295,3431,2023-05-22,Perfume,Beauty,3,186.81,560.43
11296,3914,2023-07-26,Lego,Toys,1,401.02,401.02
11297,2758,2023-07-02,Board Game,Toys,1,212.78,212.78
11298,4135,2024-04-22,Vacuum Cleaner,Home & Kitchen,2,297.22,594.44
11299,3913,2024-03-16,Laptop,Electronics,3,90.15,270.45
11300,3740,2023-06-18,Vacuum Cleaner,Home & Kitchen,1,44.16,44.16
11301,5218,2024-02-01,Foundation,Beauty,3,441.18,1323.54
11302,6757,2024-02-24,Jeans,Clothing,3,172.37,517.11
11303,3135,2024-10-12,Jacket,Clothing,4,181.67,726.68
11304,5713,2025-01-23,Non-Fiction,Books,1,440.07,440.07
11305,2765,2025-02-22,Perfume,Beauty,4,356.81,1427.24
11306,4726,2024-03-17,Perfume,Beauty,5,380.57,1902.85
11307,5369,2025-02-09,Blender,Home & Kitchen,5,344.18,1720.9
11308,5498,2024-08-22,Comics,Books,4,61.84,247.36
11309,3673,2024-03-21,Doll,Toys,5,479.42,2397.1
11310,5406,2025-02-04,Non-Fiction,Books,4,455.48,1821.92
11311,2583,2024-12-28,Laptop,Electronics,2,125.75,251.5
11312,6767,2024-03-26,Microwave,Home & Kitchen,3,403.96,1211.88
11313,6634,2024-08-10,Doll,Toys,2,210.6,421.2
11314,3822,2024-03-25,Action Figure,Toys,1,345.05,345.05
11315,3186,2024-09-03,Jeans,Clothing,2,91.15,182.3
11316,6526,2024-02-19,Tablet,Electronics,2,273.89,547.78
11317,3638,2025-01-21,Biography,Books,5,72.04,360.2
11318,4181,2023-12-13,Sneakers,Clothing,4,272.72,1090.88
11319,2189,2024-04-22,Perfume,Beauty,1,129.36,129.36
11320,3747,2023-09-10,Vacuum Cleaner,Home & Kitchen,5,231.71,1158.55
11321,5827,2023-06-04,Comics,Books,1,337.3,337.3
11322,4621,2023-08-22,Foundation,Beauty,3,439.77,1319.31
11323,5946,2023-07-18,Action Figure,Toys,4,90.99,363.96
11324,4327,2024-01-25,Fiction,Books,5,447.7,2238.5
11325,3185,2024-10-31,Sneakers,Clothing,2,201.12,402.24
11326,4794,2025-03-22,Laptop,Electronics,3,423.46,1270.38
11327,4947,2024-09-19,Jacket,Clothing,2,261.15,522.3
11328,4501,2025-03-16,Cookware,Home & Kitchen,1,432.48,432.48
11329,6947,2025-03-19,Vacuum Cleaner,Home & Kitchen,3,334.78,1004.34
11330,2170,2023-11-01,Biography,Books,5,259.27,1296.35
11331,6926,2024-03-17,Jeans,Clothing,2,163.14,326.28
11332,4746,2024-08-20,Tablet,Electronics,2,484.77,969.54
11333,3081,2023-04-21,Doll,Toys,1,402.44,402.44
11334,3264,2023-04-01,Vacuum Cleaner,Home & Kitchen,1,196.78,196.78
11335,6865,2023-06-03,Laptop,Electronics,4,91.69,366.76
11336,6454,2024-01-09,Perfume,Beauty,4,391.97,1567.88
11337,4249,2024-03-28,Comics,Books,1,495.07,495.07
11338,5909,2024-06-23,Headphones,Electronics,4,146.7,586.8
11339,3326,2023-12-20,Comics,Books,2,458.77,917.54
11340,5178,2024-05-01,Lipstick,Beauty,1,71.43,71.43
11341,5874,2024-07-07,Laptop,Electronics,3,476.58,1429.74
11342,4149,2024-07-06,Tablet,Electronics,1,375.22,375.22
11343,3689,2023-04-15,Lego,Toys,5,179.83,899.15
11344,4986,2023-10-05,Perfume,Beauty,5,159.27,796.35
11345,4077,2024-04-27,Jeans,Clothing,1,325.28,325.28
11346,3530,2023-05-15,Smartphone,Electronics,3,300.82,902.46
11347,3462,2024-05-01,Doll,Toys,1,460.28,460.28
11348,3403,2023-06-08,Laptop,Electronics,3,385.46,1156.38
11349,2073,2024-02-21,Action Figure,Toys,2,274.78,549.56
11350,6350,2024-01-26,Cookware,Home & Kitchen,2,464.51,929.02
11351,6035,2024-06-23,Jacket,Clothing,3,300.44,901.32
11352,6612,2024-07-26,Tablet,Electronics,4,426.35,1705.4
11353,4797,2024-09-27,Lipstick,Beauty,2,422.06,844.12
11354,6517,2025-03-18,Fiction,Books,5,460.41,2302.05
11355,4494,2024-02-01,Lipstick,Beauty,1,43.12,43.12
11356,6975,2024-01-09,Jeans,Clothing,4,296.07,1184.28
11357,6232,2024-12-10,Blender,Home & Kitchen,5,239.51,1197.55
11358,5577,2024-07-16,Microwave,Home & Kitchen,1,250.37,250.37
11359,2033,2023-05-30,Vacuum Cleaner,Home & Kitchen,5,235.36,1176.8
11360,4695,2024-09-14,Doll,Toys,4,420.36,1681.44
11361,6374,2024-03-15,Lipstick,Beauty,3,166.03,498.09
11362,6846,2024-12-26,Biography,Books,1,236.75,236.75
11363,5599,2023-12-29,Fiction,Books,5,108.33,541.65
11364,4393,2025-02-17,Doll,Toys,5,133.34,666.7
11365,6113,2023-10-06,Smartphone,Electronics,4,333.61,1334.44
11366,4872,2023-07-06,Board Game,Toys,4,67.3,269.2
11367,4678,2025-03-15,Comics,Books,4,102.03,408.12
11368,3402,2023-12-20,Comics,Books,3,268.74,806.22
11369,2818,2023-11-04,Tablet,Electronics,2,31.45,62.9
11370,3661,2024-10-18,Skincare Set,Beauty,5,72.19,360.95
11371,6563,2024-04-17,Perfume,Beauty,3,433.04,1299.12
11372,6724,2023-10-29,Jacket,Clothing,5,424.61,2123.05
11373,4439,2023-10-11,Skincare Set,Beauty,3,180.41,541.23
11374,4984,2023-05-28,Microwave,Home & Kitchen,1,180.52,180.52
11375,3211,2023-11-25,Blender,Home & Kitchen,2,468.89,937.78
11376,2600,2025-03-17,Jeans,Clothing,5,22.66,113.3
11377,3847,2023-12-01,Biography,Books,4,294.34,1177.36
11378,3856,2024-12-15,T-Shirt,Clothing,2,302.72,605.44
11379,3888,2025-01-07,Smartphone,Electronics,5,396.06,1980.3
11380,2680,2023-04-18,Sneakers,Clothing,1,476.36,476.36
11381,5253,2024-02-26,T-Shirt,Clothing,5,184.36,921.8
11382,3836,2023-08-18,Lego,Toys,5,224.54,1122.7
11383,6031,2025-03-13,Cookware,Home & Kitchen,5,338.94,1694.7
11384,4178,2023-04-09,Headphones,Electronics,2,483.96,967.92
11385,2149,2023-06-29,Lego,Toys,5,446.49,2232.45
11386,3496,2024-03-07,Laptop,Electronics,4,336.86,1347.44
11387,6914,2023-06-15,Sneakers,Clothing,3,429.79,1289.37
11388,3745,2024-01-10,Action Figure,Toys,4,51.75,207.0
11389,3647,2023-04-02,Action Figure,Toys,1,194.79,194.79
11390,4996,2025-03-15,Tablet,Electronics,2,16.42,32.84
11391,3673,2023-09-06,Laptop,Electronics,3,96.96,290.88
11392,3940,2024-08-20,Lipstick,Beauty,2,318.94,637.88
11393,2658,2024-07-12,Laptop,Electronics,2,443.93,887.86
11394,5668,2024-11-03,Board Game,Toys,5,320.06,1600.3
11395,3054,2024-12-09,Comics,Books,4,335.43,1341.72
11396,6072,2023-10-06,Laptop,Electronics,3,60.87,182.61
11397,2577,2023-07-08,Cookware,Home & Kitchen,5,335.78,1678.9
11398,5096,2023-07-18,Perfume,Beauty,3,232.63,697.89
11399,5032,2023-05-04,Blender,Home & Kitchen,4,329.21,1316.84
11400,6819,2023-04-11,Microwave,Home & Kitchen,5,169.82,849.1
11401,6780,2023-07-03,Fiction,Books,3,294.93,884.79
11402,6838,2023-05-13,Perfume,Beauty,5,217.79,1088.95
11403,4973,2024-11-22,Sneakers,Clothing,2,283.73,567.46
11404,5949,2024-09-23,Lego,Toys,1,82.07,82.07
