transaction_id,customer_id,product_category,product_name,quantity,unit_price,total_price,discount_applied,purchase_date,payment_method,final_price,purchase_year,purchase_month,purchase_type,price_category,transaction_flag
11483,2157,Books,Comics,5,190.97,954.85,0.1,2023-08-21,bank_transfer,859.365,2023,August,single item,High,High Value
11484,2550,Home & kitchen,Microwave,2,380.14,760.28,0.0,2025-03-11,bank_transfer,760.28,2025,March,single item,High,High Value
11485,2441,Home & kitchen,Vacuum Cleaner,6,267.47,1604.8200000000002,0.1,2024-12-05,credit_card,1444.3380000000002,2024,December,bulk,High,High Value
11486,2097,Toys,Doll,7,353.52,2474.64,0.0,2023-10-17,credit_card,2474.64,2023,October,bulk,High,High Value
11487,2997,Electronics,Laptop,1,133.76,133.76,0.05,2024-07-16,paypal,127.07199999999999,2024,July,single item,High,High Value
11488,2411,Electronics,Headphones,6,471.24,2827.44,0.05,2023-11-25,credit_card,2686.0679999999998,2023,November,bulk,High,High Value
11489,2951,Clothing,Jeans,8,267.39,2139.12,0.1,2023-04-25,credit_card,1925.2079999999999,2023,April,bulk,High,High Value
11490,2289,Electronics,Headphones,5,416.51,2082.55,0.05,2024-02-18,paypal,1978.4225000000001,2024,February,single item,High,High Value
11491,2254,Clothing,T-Shirt,7,185.7,1299.9,0.05,2024-06-06,credit_card,1234.905,2024,June,bulk,High,High Value
11492,2196,Beauty,Perfume,10,54.6,546.0,0.05,2023-05-01,credit_card,518.6999999999999,2023,May,bulk,Medium,High Value
11493,2598,Clothing,Jacket,6,338.49,2030.94,0.05,2023-04-15,credit_card,1929.393,2023,April,bulk,High,High Value
11494,2834,Electronics,Headphones,4,8.84,35.36,0.05,2024-07-21,paypal,33.592,2024,July,single item,Low,Normal Txn
11495,2522,Toys,Board Game,7,240.27,1681.89,0.05,2023-05-04,bank_transfer,1597.7955,2023,May,bulk,High,High Value
11496,2517,Beauty,Skincare Set,10,100.44,1004.4,0.05,2023-08-31,credit_card,954.18,2023,August,bulk,High,High Value
11497,2635,Electronics,Tablet,9,315.55,2839.9500000000003,0.05,2024-03-19,credit_card,2697.9525000000003,2024,March,bulk,High,High Value
11498,2842,Clothing,T-Shirt,10,489.81,4898.1,0.15,2023-02-10,credit_card,4163.385,2023,February,bulk,High,High Value
11499,2865,Books,Fiction,10,234.88,2348.8,0.1,2024-05-20,paypal,2113.92,2024,May,bulk,High,High Value
11500,2118,Home & kitchen,Microwave,7,409.66,2867.6200000000003,0.05,2024-07-18,bank_transfer,2724.239,2024,July,bulk,High,High Value
11501,2806,Electronics,Tablet,5,256.35,1281.75,0.05,2023-12-30,paypal,1217.6625,2023,December,single item,High,High Value
11502,2909,Clothing,Jacket,7,250.44,1753.08,0.1,2024-03-23,paypal,1577.772,2024,March,bulk,High,High Value
11503,2159,Beauty,Lipstick,3,465.56,1396.68,0.05,2024-08-31,paypal,1326.846,2024,August,single item,High,High Value
11504,2815,Electronics,Tablet,2,445.53,891.06,0.1,2023-10-19,paypal,801.954,2023,October,single item,High,High Value
11505,2228,Electronics,Smartphone,5,393.97,1969.85,0.1,2024-09-14,credit_card,1772.865,2024,September,single item,High,High Value
11506,2877,Home & kitchen,Microwave,4,151.65,606.6,0.0,2023-03-04,bank_transfer,606.6,2023,March,single item,High,High Value
11507,2216,Clothing,Jacket,5,274.78,1373.9,0.05,2023-07-23,credit_card,1305.205,2023,July,single item,High,High Value
11508,2948,Books,Comics,8,115.83,926.64,0.05,2023-11-05,bank_transfer,880.308,2023,November,bulk,High,High Value
11509,2696,Beauty,Foundation,4,224.74,898.96,0.0,2024-06-30,bank_transfer,898.96,2024,June,single item,High,High Value
11510,2015,Clothing,Sneakers,9,244.69,2202.21,0.1,2023-11-18,credit_card,1981.989,2023,November,bulk,High,High Value
11511,2157,Beauty,Perfume,7,416.66,2916.6200000000003,0.0,2024-04-01,bank_transfer,2916.6200000000003,2024,April,bulk,High,High Value
11512,2648,Electronics,Smartphone,10,448.53,4485.299999999999,0.1,2024-09-27,bank_transfer,4036.7699999999995,2024,September,bulk,High,High Value
11513,2261,Home & kitchen,Microwave,7,210.24,1471.68,0.05,2024-11-07,bank_transfer,1398.096,2024,November,bulk,High,High Value
11514,2157,Home & kitchen,Vacuum Cleaner,8,13.76,110.08,0.15,2025-01-26,bank_transfer,93.568,2025,January,bulk,Low,Normal Txn
11515,2047,Toys,Board Game,6,431.58,2589.48,0.0,2024-04-30,paypal,2589.48,2024,April,bulk,High,High Value
11516,2324,Books,Fiction,8,91.27,730.16,0.15,2024-01-16,bank_transfer,620.636,2024,January,bulk,Medium,High Value
11517,2844,Home & kitchen,Vacuum Cleaner,3,312.83,938.49,0.05,2024-01-25,paypal,891.5654999999999,2024,January,single item,High,High Value
11518,2685,Electronics,Tablet,10,17.36,173.6,0.05,2023-04-15,paypal,164.92,2023,April,bulk,Low,High Value
11519,2130,Books,Comics,10,202.76,2027.6,0.1,2023-06-14,bank_transfer,1824.84,2023,June,bulk,High,High Value
11520,2411,Clothing,Jeans,1,493.05,493.05,0.15,2023-12-23,paypal,419.0925,2023,December,single item,High,High Value
11521,2095,Home & kitchen,Vacuum Cleaner,6,54.84,329.04,0.1,2024-01-29,paypal,296.136,2024,January,bulk,Medium,High Value
11522,2627,Books,Biography,1,214.73,214.73,0.05,2024-02-25,credit_card,203.99349999999998,2024,February,single item,High,High Value
11523,2755,Electronics,Tablet,9,157.04,1413.36,0.15,2024-02-17,bank_transfer,1201.356,2024,February,bulk,High,High Value
11524,2932,Toys,Board Game,2,453.02,906.04,0.0,2023-05-14,credit_card,906.04,2023,May,single item,High,High Value
11525,2292,Beauty,Perfume,2,435.32,870.64,0.05,2023-07-06,paypal,827.108,2023,July,single item,High,High Value
11526,2794,Beauty,Lipstick,7,122.66,858.62,0.15,2023-11-20,credit_card,729.827,2023,November,bulk,High,High Value
11527,2811,Electronics,Tablet,2,45.19,90.38,0.1,2025-02-10,credit_card,81.342,2025,February,single item,Medium,Normal Txn
11528,2283,Electronics,Smartphone,10,315.43,3154.3,0.1,2023-09-20,bank_transfer,2838.8700000000003,2023,September,bulk,High,High Value
11529,2069,Beauty,Perfume,8,171.5,1372.0,0.05,2023-09-22,credit_card,1303.3999999999999,2023,September,bulk,High,High Value
11530,2660,Toys,Doll,6,337.68,2026.08,0.05,2024-09-22,bank_transfer,1924.7759999999998,2024,September,bulk,High,High Value
11531,2011,Books,Fiction,7,20.9,146.29999999999998,0.15,2025-07-02,credit_card,124.35499999999998,2025,July,bulk,Medium,High Value
11532,2254,Beauty,Lipstick,7,71.03,497.21,0.15,2023-05-04,bank_transfer,422.6285,2023,May,bulk,Medium,High Value
11533,2842,Electronics,Headphones,6,344.75,2068.5,0.1,2024-05-25,bank_transfer,1861.65,2024,May,bulk,High,High Value
11534,2872,Home & kitchen,Blender,10,110.12,1101.2,0.15,2024-12-14,credit_card,936.02,2024,December,bulk,High,High Value
11535,2550,Clothing,Jacket,9,429.51,3865.59,0.1,2024-02-10,credit_card,3479.0310000000004,2024,February,bulk,High,High Value
11536,2134,Toys,Lego,9,34.0,306.0,0.1,2024-01-24,paypal,275.40000000000003,2024,January,bulk,Medium,High Value
11537,2712,Toys,Board Game,7,111.66,781.62,0.1,2024-09-20,credit_card,703.458,2024,September,bulk,High,High Value
11538,2023,Home & kitchen,Microwave,9,499.29,4493.610000000001,0.15,2024-02-20,credit_card,3819.5685000000003,2024,February,bulk,High,High Value
11539,2815,Home & kitchen,Blender,10,219.37,2193.7,0.05,2024-01-08,credit_card,2084.015,2024,January,bulk,High,High Value
11540,2346,Electronics,Headphones,3,352.97,1058.91,0.1,2025-02-12,bank_transfer,953.0190000000001,2025,February,single item,High,High Value
11541,2302,Beauty,Lipstick,3,95.42,286.26,0.05,2023-05-21,paypal,271.947,2023,May,single item,Medium,High Value
11542,2363,Books,Non-Fiction,1,306.89,306.89,0.05,2023-12-22,paypal,291.54549999999995,2023,December,single item,High,High Value
11543,2396,Toys,Doll,5,364.42,1822.1,0.0,2023-10-22,bank_transfer,1822.1,2023,October,single item,High,High Value
11544,2218,Toys,Action Figure,4,160.67,642.68,0.05,2025-01-20,paypal,610.5459999999999,2025,January,single item,High,High Value
11545,2141,Home & kitchen,Blender,2,415.3,830.6,0.1,2025-09-03,bank_transfer,747.5400000000001,2025,September,single item,High,High Value
11546,2616,Beauty,Lipstick,9,303.69,2733.21,0.0,2024-09-05,credit_card,2733.21,2024,September,bulk,High,High Value
11547,2958,Toys,Doll,3,197.62,592.86,0.1,2024-11-03,bank_transfer,533.5740000000001,2024,November,single item,High,High Value
11548,2210,Books,Fiction,8,281.03,2248.24,0.15,2023-07-04,credit_card,1911.0039999999997,2023,July,bulk,High,High Value
11549,2985,Home & kitchen,Cookware,6,290.5,1743.0,0.05,2023-05-08,paypal,1655.85,2023,May,bulk,High,High Value
11550,2993,Books,Fiction,5,86.94,434.7,0.1,2023-10-12,paypal,391.23,2023,October,single item,Medium,High Value
11551,2623,Beauty,Skincare Set,1,204.35,204.35,0.15,2023-07-20,bank_transfer,173.6975,2023,July,single item,High,High Value
11552,2616,Toys,Board Game,4,175.0,700.0,0.1,2023-03-26,credit_card,630.0,2023,March,single item,High,High Value
11553,2828,Clothing,T-Shirt,3,203.45,610.3499999999999,0.0,2024-02-21,bank_transfer,610.3499999999999,2024,February,single item,High,High Value
11554,2683,Toys,Action Figure,1,381.75,381.75,0.1,2024-10-08,credit_card,343.575,2024,October,single item,High,High Value
11555,2460,Beauty,Perfume,5,243.86,1219.3000000000002,0.05,2025-04-03,bank_transfer,1158.335,2025,April,single item,High,High Value
11556,2356,Toys,Board Game,6,470.46,2822.76,0.15,2023-11-17,paypal,2399.346,2023,November,bulk,High,High Value
11557,2324,Toys,Board Game,2,150.37,300.74,0.1,2024-03-01,bank_transfer,270.666,2024,March,single item,High,High Value
11558,2133,Electronics,Tablet,3,210.77,632.3100000000001,0.05,2023-05-07,credit_card,600.6945000000001,2023,May,single item,High,High Value
11559,2888,Toys,Board Game,6,394.54,2367.24,0.0,2024-11-14,paypal,2367.24,2024,November,bulk,High,High Value
11560,2805,Toys,Action Figure,4,275.28,1101.12,0.15,2023-07-09,bank_transfer,935.9519999999999,2023,July,single item,High,High Value
11561,2840,Books,Biography,9,275.78,2482.0199999999995,0.05,2025-02-06,paypal,2357.9189999999994,2025,February,bulk,High,High Value
11562,2127,Clothing,Sneakers,5,31.4,157.0,0.15,2024-07-18,bank_transfer,133.45,2024,July,single item,Medium,High Value
11563,2106,Books,Non-Fiction,4,202.31,809.24,0.0,2023-08-06,bank_transfer,809.24,2023,August,single item,High,High Value
11564,2604,Books,Fiction,2,139.01,278.02,0.1,2024-09-30,bank_transfer,250.218,2024,September,single item,High,High Value
11565,2799,Home & kitchen,Microwave,6,499.67,2998.02,0.05,2024-06-14,bank_transfer,2848.1189999999997,2024,June,bulk,High,High Value
11566,2378,Electronics,Tablet,10,157.64,1576.4,0.1,2024-09-20,credit_card,1418.7600000000002,2024,September,bulk,High,High Value
11567,2905,Books,Comics,2,442.83,885.66,0.0,2023-09-23,bank_transfer,885.66,2023,September,single item,High,High Value
11568,2051,Beauty,Foundation,7,339.74,2378.1800000000003,0.15,2023-09-25,credit_card,2021.4530000000002,2023,September,bulk,High,High Value
11569,2029,Beauty,Foundation,3,173.75,521.25,0.0,2023-03-11,paypal,521.25,2023,March,single item,High,High Value
11570,2462,Toys,Doll,9,274.05,2466.4500000000003,0.0,2024-03-23,credit_card,2466.4500000000003,2024,March,bulk,High,High Value
11571,2296,Home & kitchen,Microwave,5,421.07,2105.35,0.1,2024-01-05,paypal,1894.815,2024,January,single item,High,High Value
11572,2297,Electronics,Tablet,8,442.27,3538.16,0.1,2023-02-11,credit_card,3184.344,2023,February,bulk,High,High Value
11573,2726,Electronics,Smartphone,6,84.39,506.34,0.1,2024-10-17,paypal,455.70599999999996,2024,October,bulk,Medium,High Value
11574,2779,Toys,Doll,10,173.09,1730.9,0.05,2024-03-19,paypal,1644.355,2024,March,bulk,High,High Value
11575,2407,Beauty,Perfume,8,170.94,1367.52,0.15,2023-07-16,bank_transfer,1162.392,2023,July,bulk,High,High Value
11576,2769,Clothing,Jeans,3,25.81,77.42999999999999,0.15,2023-05-20,bank_transfer,65.81549999999999,2023,May,single item,Medium,Normal Txn
11577,2814,Home & kitchen,Blender,3,301.13,903.39,0.05,2024-01-10,paypal,858.2204999999999,2024,January,single item,High,High Value
11578,2613,Toys,Action Figure,5,428.14,2140.7,0.05,2024-01-27,bank_transfer,2033.6649999999997,2024,January,single item,High,High Value
11579,2405,Home & kitchen,Blender,10,193.88,1938.8,0.15,2023-01-09,paypal,1647.98,2023,January,bulk,High,High Value
11580,2346,Beauty,Foundation,3,371.32,1113.96,0.1,2023-07-08,bank_transfer,1002.5640000000001,2023,July,single item,High,High Value
11581,2622,Beauty,Perfume,8,315.71,2525.68,0.1,2024-09-15,paypal,2273.112,2024,September,bulk,High,High Value
11582,2420,Clothing,T-Shirt,10,190.95,1909.5,0.05,2024-04-09,credit_card,1814.0249999999999,2024,April,bulk,High,High Value
11583,2182,Clothing,Jeans,8,74.82,598.56,0.05,2024-03-25,paypal,568.632,2024,March,bulk,Medium,High Value
11584,2983,Electronics,Tablet,2,356.12,712.24,0.0,2024-07-03,credit_card,712.24,2024,July,single item,High,High Value
11585,2825,Home & kitchen,Blender,4,428.01,1712.04,0.05,2024-06-01,bank_transfer,1626.4379999999999,2024,June,single item,High,High Value
11586,2001,Home & kitchen,Cookware,10,344.5,3445.0,0.15,2024-08-12,bank_transfer,2928.25,2024,August,bulk,High,High Value
11587,2831,Beauty,Foundation,1,13.85,13.85,0.05,2023-09-09,bank_transfer,13.157499999999999,2023,September,single item,Low,Normal Txn
11588,2950,Electronics,Laptop,4,112.04,448.16,0.1,2023-05-01,credit_card,403.34400000000005,2023,May,single item,High,High Value
11589,2567,Toys,Doll,4,39.39,157.56,0.1,2024-03-27,credit_card,141.804,2024,March,single item,Medium,High Value
11590,2371,Home & kitchen,Vacuum Cleaner,10,287.34,2873.4,0.1,2025-01-23,paypal,2586.06,2025,January,bulk,High,High Value
11591,2936,Electronics,Laptop,9,379.46,3415.14,0.1,2024-10-04,credit_card,3073.6259999999997,2024,October,bulk,High,High Value
11592,2911,Electronics,Tablet,3,59.74,179.22,0.05,2023-05-30,paypal,170.259,2023,May,single item,Medium,High Value
11593,2661,Beauty,Perfume,2,419.98,839.96,0.05,2023-09-19,credit_card,797.962,2023,September,single item,High,High Value
11594,2431,Electronics,Laptop,9,279.98,2519.82,0.15,2025-02-11,paypal,2141.847,2025,February,bulk,High,High Value
11595,2969,Clothing,Jeans,9,346.53,3118.7699999999995,0.05,2024-04-09,paypal,2962.8314999999993,2024,April,bulk,High,High Value
11596,2309,Clothing,Jacket,1,485.84,485.84,0.1,2023-11-26,bank_transfer,437.256,2023,November,single item,High,High Value
11597,2137,Books,Comics,6,46.42,278.52,0.15,2024-01-25,credit_card,236.742,2024,January,bulk,Medium,High Value
11598,2202,Beauty,Perfume,10,451.11,4511.1,0.05,2023-05-12,paypal,4285.545,2023,May,bulk,High,High Value
11599,2436,Toys,Lego,8,67.42,539.36,0.0,2024-03-08,bank_transfer,539.36,2024,March,bulk,Medium,High Value
11600,2313,Books,Biography,3,199.51,598.53,0.0,2024-12-28,credit_card,598.53,2024,December,single item,High,High Value
11601,2117,Clothing,T-Shirt,9,426.46,3838.14,0.15,2023-08-28,bank_transfer,3262.419,2023,August,bulk,High,High Value
11602,2666,Books,Fiction,2,453.6,907.2,0.15,2024-07-19,paypal,771.12,2024,July,single item,High,High Value
11603,2937,Beauty,Foundation,6,255.65,1533.9,0.1,2025-02-13,paypal,1380.5100000000002,2025,February,bulk,High,High Value
11604,2803,Beauty,Perfume,1,299.08,299.08,0.1,2024-08-27,credit_card,269.17199999999997,2024,August,single item,High,High Value
11605,2575,Electronics,Tablet,7,355.53,2488.71,0.0,2023-10-07,paypal,2488.71,2023,October,bulk,High,High Value
11606,2244,Home & kitchen,Cookware,3,417.22,1251.66,0.05,2023-10-02,bank_transfer,1189.077,2023,October,single item,High,High Value
11607,2537,Electronics,Smartphone,7,65.15,456.05000000000007,0.05,2023-06-02,credit_card,433.24750000000006,2023,June,bulk,Medium,High Value
11608,2602,Beauty,Foundation,4,405.98,1623.92,0.0,2024-05-13,bank_transfer,1623.92,2024,May,single item,High,High Value
11609,2075,Clothing,Jeans,9,243.23,2189.07,0.15,2023-07-18,bank_transfer,1860.7095000000002,2023,July,bulk,High,High Value
11610,2806,Toys,Doll,5,228.06,1140.3,0.1,2024-11-03,credit_card,1026.27,2024,November,single item,High,High Value
11611,2386,Clothing,Jeans,3,214.83,644.49,0.1,2024-11-02,paypal,580.041,2024,November,single item,High,High Value
11612,2903,Electronics,Laptop,8,257.06,2056.48,0.1,2023-05-04,bank_transfer,1850.832,2023,May,bulk,High,High Value
11613,2210,Toys,Board Game,6,472.8,2836.8,0.15,2023-08-30,credit_card,2411.28,2023,August,bulk,High,High Value
11614,2475,Beauty,Lipstick,2,276.36,552.72,0.05,2024-10-15,credit_card,525.084,2024,October,single item,High,High Value
11615,2418,Clothing,Jacket,3,476.82,1430.46,0.0,2023-08-23,paypal,1430.46,2023,August,single item,High,High Value
11616,2347,Beauty,Skincare Set,8,94.24,753.92,0.15,2023-08-16,bank_transfer,640.832,2023,August,bulk,Medium,High Value
11617,2529,Toys,Action Figure,10,363.45,3634.5,0.1,2024-10-04,bank_transfer,3271.05,2024,October,bulk,High,High Value
11618,2640,Toys,Lego,7,407.06,2849.42,0.1,2023-09-02,credit_card,2564.478,2023,September,bulk,High,High Value
11619,2939,Clothing,Jeans,10,341.17,3411.7000000000003,0.05,2024-08-15,credit_card,3241.1150000000002,2024,August,bulk,High,High Value
11620,2955,Beauty,Lipstick,6,305.43,1832.58,0.0,2025-02-01,paypal,1832.58,2025,February,bulk,High,High Value
11621,2876,Books,Fiction,1,284.58,284.58,0.1,2023-07-10,credit_card,256.122,2023,July,single item,High,High Value
11622,2763,Beauty,Foundation,9,431.16,3880.44,0.0,2024-05-17,credit_card,3880.44,2024,May,bulk,High,High Value
11623,2179,Toys,Action Figure,3,411.72,1235.16,0.05,2023-06-29,bank_transfer,1173.402,2023,June,single item,High,High Value
11624,2182,Beauty,Skincare Set,5,65.53,327.65,0.1,2024-09-09,paypal,294.885,2024,September,single item,Medium,High Value
11625,2664,Electronics,Smartphone,7,425.05,2975.35,0.0,2023-07-04,paypal,2975.35,2023,July,bulk,High,High Value
11626,2025,Books,Non-Fiction,7,209.96,1469.72,0.1,2023-05-22,bank_transfer,1322.748,2023,May,bulk,High,High Value
11627,2967,Home & kitchen,Microwave,3,130.58,391.74,0.15,2023-05-29,credit_card,332.979,2023,May,single item,High,High Value
11628,2180,Electronics,Smartphone,4,435.54,1742.16,0.1,2024-08-21,credit_card,1567.9440000000002,2024,August,single item,High,High Value
11629,2710,Home & kitchen,Vacuum Cleaner,10,218.85,2188.5,0.0,2023-11-12,bank_transfer,2188.5,2023,November,bulk,High,High Value
11630,2501,Clothing,T-Shirt,7,405.14,2835.98,0.0,2024-07-11,credit_card,2835.98,2024,July,bulk,High,High Value
11631,2856,Home & kitchen,Microwave,8,135.38,1083.04,0.0,2023-05-06,paypal,1083.04,2023,May,bulk,High,High Value
11632,2161,Beauty,Lipstick,2,6.95,13.9,0.1,2023-08-27,credit_card,12.51,2023,August,single item,Low,Normal Txn
11633,2177,Home & kitchen,Cookware,9,250.25,2252.25,0.1,2025-02-28,credit_card,2027.025,2025,February,bulk,High,High Value
11634,2285,Toys,Lego,7,54.61,382.27,0.05,2025-02-02,bank_transfer,363.1565,2025,February,bulk,Medium,High Value
11635,2063,Electronics,Headphones,8,378.42,3027.36,0.1,2023-04-07,bank_transfer,2724.6240000000003,2023,April,bulk,High,High Value
11636,2662,Electronics,Smartphone,6,141.66,849.96,0.15,2023-05-29,paypal,722.466,2023,May,bulk,High,High Value
11637,2666,Home & kitchen,Blender,6,224.6,1347.6,0.05,2024-07-03,paypal,1280.2199999999998,2024,July,bulk,High,High Value
11638,2156,Electronics,Smartphone,9,48.08,432.72,0.1,2023-05-24,paypal,389.44800000000004,2023,May,bulk,Medium,High Value
11639,2882,Toys,Action Figure,4,146.9,587.6,0.15,2024-10-26,bank_transfer,499.46,2024,October,single item,High,High Value
11640,2469,Electronics,Laptop,5,391.84,1959.2,0.0,2024-04-14,credit_card,1959.2,2024,April,single item,High,High Value
11641,2049,Home & kitchen,Vacuum Cleaner,9,80.04,720.36,0.0,2024-04-16,bank_transfer,720.36,2024,April,bulk,Medium,High Value
11642,2967,Books,Biography,1,325.34,325.34,0.05,2023-10-18,bank_transfer,309.073,2023,October,single item,High,High Value
11643,2849,Books,Fiction,4,459.13,1836.52,0.05,2025-02-12,credit_card,1744.694,2025,February,single item,High,High Value
11644,2084,Clothing,Jacket,7,341.52,2390.64,0.1,2024-09-16,credit_card,2151.576,2024,September,bulk,High,High Value
11645,2361,Electronics,Tablet,9,406.46,3658.14,0.1,2024-10-25,bank_transfer,3292.326,2024,October,bulk,High,High Value
11646,2689,Home & kitchen,Vacuum Cleaner,10,58.94,589.4,0.05,2025-01-21,credit_card,559.93,2025,January,bulk,Medium,High Value
11647,2148,Electronics,Headphones,6,129.11,774.6600000000001,0.0,2024-09-20,bank_transfer,774.6600000000001,2024,September,bulk,High,High Value
11648,2630,Beauty,Skincare Set,8,447.8,3582.4,0.1,2023-09-14,credit_card,3224.1600000000003,2023,September,bulk,High,High Value
11649,2342,Toys,Lego,9,358.98,3230.82,0.1,2024-09-28,bank_transfer,2907.7380000000003,2024,September,bulk,High,High Value
11650,2476,Electronics,Smartphone,10,321.58,3215.8,0.1,2023-04-17,credit_card,2894.2200000000003,2023,April,bulk,High,High Value
11651,2063,Electronics,Tablet,4,333.56,1334.24,0.1,2024-09-20,paypal,1200.816,2024,September,single item,High,High Value
11652,2701,Books,Biography,1,210.03,210.03,0.1,2024-10-31,credit_card,189.02700000000002,2024,October,single item,High,High Value
11653,2360,Toys,Lego,8,27.06,216.48,0.05,2023-05-14,paypal,205.65599999999998,2023,May,bulk,Medium,High Value
11654,2561,Home & kitchen,Cookware,2,393.3,786.6,0.05,2024-09-07,bank_transfer,747.27,2024,September,single item,High,High Value
11655,2327,Electronics,Headphones,1,340.96,340.96,0.1,2024-03-10,bank_transfer,306.864,2024,March,single item,High,High Value
11656,2769,Books,Non-Fiction,7,239.04,1673.28,0.1,2023-06-08,paypal,1505.952,2023,June,bulk,High,High Value
11657,2736,Clothing,T-Shirt,10,450.38,4503.8,0.15,2023-04-02,credit_card,3828.23,2023,April,bulk,High,High Value
11658,2141,Toys,Action Figure,9,171.4,1542.6,0.05,2023-12-03,paypal,1465.4699999999998,2023,December,bulk,High,High Value
11659,2990,Books,Biography,9,150.69,1356.21,0.1,2024-08-03,paypal,1220.5890000000002,2024,August,bulk,High,High Value
11660,2215,Books,Biography,3,437.03,1311.09,0.0,2025-02-11,paypal,1311.09,2025,February,single item,High,High Value
11661,2435,Books,Fiction,6,399.51,2397.06,0.05,2023-11-10,paypal,2277.207,2023,November,bulk,High,High Value
11662,2891,Electronics,Tablet,7,259.92,1819.44,0.05,2024-06-26,bank_transfer,1728.468,2024,June,bulk,High,High Value
11663,2952,Electronics,Laptop,10,69.71,697.0999999999999,0.0,2024-03-31,bank_transfer,697.0999999999999,2024,March,bulk,Medium,High Value
11664,2723,Clothing,T-Shirt,9,111.46,1003.14,0.05,2023-03-23,credit_card,952.983,2023,March,bulk,High,High Value
11665,2318,Beauty,Perfume,2,329.83,659.66,0.0,2023-08-13,bank_transfer,659.66,2023,August,single item,High,High Value
11666,2032,Beauty,Perfume,8,195.6,1564.8,0.0,2024-07-03,credit_card,1564.8,2024,July,bulk,High,High Value
11667,2670,Beauty,Perfume,7,419.05,2933.35,0.1,2023-11-29,bank_transfer,2640.015,2023,November,bulk,High,High Value
11668,2285,Toys,Doll,4,475.23,1900.92,0.0,2023-09-27,credit_card,1900.92,2023,September,single item,High,High Value
11669,2305,Toys,Board Game,2,403.79,807.58,0.1,2023-05-04,credit_card,726.822,2023,May,single item,High,High Value
11670,2429,Clothing,T-Shirt,8,191.88,1535.04,0.1,2023-03-27,credit_card,1381.536,2023,March,bulk,High,High Value
11671,2477,Toys,Lego,5,395.4,1977.0,0.0,2023-06-08,credit_card,1977.0,2023,June,single item,High,High Value
11672,2286,Beauty,Lipstick,6,178.96,1073.76,0.0,2024-09-12,credit_card,1073.76,2024,September,bulk,High,High Value
11673,2144,Beauty,Foundation,7,87.71,613.9699999999999,0.15,2023-11-19,paypal,521.8744999999999,2023,November,bulk,Medium,High Value
11674,2424,Books,Biography,10,21.53,215.3,0.1,2024-11-14,paypal,193.77,2024,November,bulk,Medium,High Value
11675,2019,Toys,Doll,1,195.93,195.93,0.05,2023-03-23,paypal,186.1335,2023,March,single item,High,High Value
11676,2018,Electronics,Laptop,8,452.26,3618.08,0.05,2023-06-04,bank_transfer,3437.176,2023,June,bulk,High,High Value
11677,2769,Electronics,Smartphone,4,123.3,493.2,0.1,2024-12-28,credit_card,443.88,2024,December,single item,High,High Value
11678,2590,Books,Comics,9,107.22,964.98,0.0,2023-02-06,paypal,964.98,2023,February,bulk,High,High Value
11679,2371,Books,Comics,1,485.06,485.06,0.05,2024-11-16,credit_card,460.80699999999996,2024,November,single item,High,High Value
11680,2175,Books,Non-Fiction,2,17.38,34.76,0.1,2023-07-18,credit_card,31.284,2023,July,single item,Low,Normal Txn
11681,2194,Electronics,Laptop,6,393.96,2363.76,0.1,2023-10-04,bank_transfer,2127.3840000000005,2023,October,bulk,High,High Value
11682,2502,Beauty,Foundation,10,164.08,1640.8000000000002,0.05,2024-07-25,bank_transfer,1558.76,2024,July,bulk,High,High Value
11683,2988,Books,Fiction,1,23.56,23.56,0.15,2023-03-05,credit_card,20.026,2023,March,single item,Medium,Normal Txn
11684,2113,Clothing,Jacket,4,459.31,1837.24,0.1,2024-05-10,credit_card,1653.516,2024,May,single item,High,High Value
11685,2114,Books,Comics,8,74.12,592.96,0.15,2024-11-24,credit_card,504.016,2024,November,bulk,Medium,High Value
11686,2222,Home & kitchen,Microwave,10,278.13,2781.3,0.1,2024-10-21,credit_card,2503.17,2024,October,bulk,High,High Value
11687,2678,Books,Fiction,5,140.66,703.3,0.05,2025-02-04,credit_card,668.1349999999999,2025,February,single item,High,High Value
11688,2947,Electronics,Laptop,9,37.27,335.43,0.15,2024-07-23,credit_card,285.1155,2024,July,bulk,Medium,High Value
11689,2831,Toys,Lego,6,29.71,178.26,0.1,2024-11-05,paypal,160.434,2024,November,bulk,Medium,High Value
11690,2644,Books,Biography,1,62.2,62.2,0.05,2023-09-28,credit_card,59.09,2023,September,single item,Medium,Normal Txn
11691,2897,Toys,Doll,6,40.33,241.98,0.15,2025-01-24,credit_card,205.683,2025,January,bulk,Medium,High Value
11692,2264,Home & kitchen,Microwave,6,381.48,2288.88,0.05,2024-02-22,credit_card,2174.436,2024,February,bulk,High,High Value
11693,2925,Clothing,Sneakers,6,245.36,1472.16,0.05,2023-04-03,paypal,1398.552,2023,April,bulk,High,High Value
11694,2055,Toys,Doll,8,174.73,1397.84,0.0,2025-02-12,credit_card,1397.84,2025,February,bulk,High,High Value
11695,2871,Beauty,Lipstick,6,212.09,1272.54,0.0,2023-08-26,bank_transfer,1272.54,2023,August,bulk,High,High Value
11696,2643,Books,Non-Fiction,5,464.83,2324.15,0.1,2024-01-14,bank_transfer,2091.735,2024,January,single item,High,High Value
11697,2800,Home & kitchen,Microwave,2,455.82,911.64,0.15,2023-12-19,bank_transfer,774.894,2023,December,single item,High,High Value
