Transaction_ID,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Price ($),Discount Applied (%),Purchase_Date,Payment_Method
11317,2040,Beauty,Lipstick,3,360.34,1081.02,10%,05-28-2024,PayPal
11318,2229,Books,Biography,4,449.03,1796.12,10%,2024-05-03,BANK_TRANSFER
11319,2548,Electronics,Smartphone,5,451.36,2256.8,10%,21/04/2024,bank transfer
11320,2920,Home & Kitchen,Cookware,1,167.61,167.61,0%,2023-05-20,BANK_TRANSFER
11321,2223,Books,Biography,1,476.46,476.46,5%,05-24-2024,paypal
11322,2006,Books,Non-Fiction,3,17.31,51.92999999999999,10%,2023-05-06,bank transfer
11323,2322,Toys,Board Game,6,191.53,1149.18,15%,09/02/2025,paypal
11324,2468,Clothing,Jeans,1,448.42,448.42,5%,08-14-2024,BANK_TRANSFER
11325,2732,Home & Kitchen,Vacuum Cleaner,2,140.95,281.9,5%,2023-06-07,paypal
11326,2075,Beauty,Lipstick,7,140.18,981.26,15%,2024-05-07,BANK_TRANSFER
11327,2004,Books,Fiction,1,154.8,154.8,10%,15/12/2024,credit_card
11328,2847,Beauty,Skincare Set,7,308.1,2156.7000000000003,0%,02-17-2025,BANK_TRANSFER
11329,2646,Books,Fiction,4,221.97,887.88,5%,14/05/2023,Credit Card
11330,2118,Beauty,Skincare Set,10,364.73,3647.3,5%,06/06/2024,paypal
11331,2881,Home & Kitchen,Microwave,6,447.98,2687.88,10%,08/11/2024,paypal
11332,2606,Clothing,Sneakers,8,338.73,2709.84,0%,2024-09-04,PayPal
11333,2504,Home & Kitchen,Blender,9,106.21,955.89,5%,2023-05-03,PayPal
11334,2998,Toys,Action Figure,6,466.68,2800.08,10%,2024-08-17,Credit Card
11335,2947,Electronics,Laptop,9,135.92,1223.28,10%,30/10/2024,paypal
11336,2574,Clothing,Jacket,4,79.2,316.8,5%,25/08/2023,paypal
11337,2441,Home & Kitchen,Cookware,6,49.53,297.18,15%,05-12-2023,PayPal
11338,2194,Toys,Doll,8,283.87,2270.96,,01-12-2025,PayPal
11339,2847,Electronics,Headphones,9,61.31,551.79,15%,29/09/2024,BANK_TRANSFER
11340,2715,Toys,Doll,3,73.69,221.07,5%,2024-03-22,bank transfer
11341,2392,Books,Biography,2,153.52,307.04,10%,05/05/2023,paypal
11342,2026,Books,Biography,6,144.42,866.52,15%,09-09-2023,paypal
11343,2435,Beauty,Perfume,4,304.1,1216.4,,2023-10-04,BANK_TRANSFER
11344,2173,Clothing,T-Shirt,1,409.29,409.29,5%,2025-03-10,paypal
11345,2300,Books,Comics,8,381.87,3054.96,10%,09-06-2024,Credit Card
11346,2645,Toys,Doll,9,134.93,1214.3700000000001,10%,06/04/2024,PayPal
11347,2326,Clothing,Jeans,9,126.43,1137.8700000000001,10%,07-31-2024,PayPal
11348,2410,Books,Fiction,2,483.07,966.14,5%,08-17-2024,bank transfer
11349,2118,Beauty,Skincare Set,9,9.08,81.72,,2024-08-22,PayPal
11350,2836,Home & Kitchen,Blender,7,440.46,3083.22,10%,2023-08-08,credit_card
11351,2787,Beauty,Skincare Set,5,103.87,519.35,5%,2023-03-19,Credit Card
11352,2724,Electronics,Tablet,7,473.91,3317.3700000000003,5%,26/02/2024,Credit Card
11353,2225,Books,Comics,9,174.44,1569.96,,12/11/2023,BANK_TRANSFER
11354,2532,Electronics,Headphones,8,222.97,1783.76,5%,03-29-2023,credit_card
11355,2113,Electronics,Smartphone,6,355.02,2130.12,10%,2024-12-15,paypal
11356,2140,Toys,Board Game,4,295.9,1183.6,10%,2023-06-03,bank transfer
11357,2559,Clothing,T-Shirt,1,162.38,162.38,5%,2023-08-06,Credit Card
11358,2001,Toys,Doll,6,279.15,1674.8999999999999,0%,2024-07-21,credit_card
11359,2090,Books,Comics,3,366.7,1100.1,10%,2025-02-26,credit_card
11360,2654,Electronics,Smartphone,6,25.96,155.76,5%,2023-12-19,Credit Card
11361,2320,Home & Kitchen,Microwave,6,10.54,63.239999999999995,15%,09-11-2024,BANK_TRANSFER
11362,2550,Electronics,Laptop,4,231.74,926.96,5%,11-20-2023,credit_card
11363,2805,Home & Kitchen,Blender,2,70.26,140.52,10%,02-20-2025,PayPal
11364,2894,Toys,Doll,9,333.85,3004.65,,01-21-2024,credit_card
11365,2139,Toys,Action Figure,2,110.96,221.92,5%,31/12/2023,paypal
11366,2511,Clothing,Sneakers,3,219.26,657.78,15%,2024-05-02,Credit Card
11367,2868,Electronics,Tablet,10,102.85,1028.5,15%,05-25-2024,paypal
11368,2845,Beauty,Lipstick,1,276.5,276.5,,03-12-2024,BANK_TRANSFER
11369,2259,Toys,Board Game,7,62.45,437.15000000000003,5%,10-09-2024,bank transfer
11370,2673,Toys,Board Game,1,16.44,16.44,5%,2024-09-20,PayPal
11371,2902,Clothing,T-Shirt,9,30.31,272.78999999999996,5%,29/07/2024,Credit Card
11372,2690,Home & Kitchen,Microwave,1,477.36,477.36,5%,2024-09-24,credit_card
11373,2010,Clothing,Jacket,5,75.43,377.15000000000003,10%,12/01/2024,PayPal
11374,2261,Electronics,Headphones,7,355.7,2489.9,,09-11-2023,credit_card
11375,2919,Books,Fiction,3,38.62,115.85999999999999,0%,08/04/2023,BANK_TRANSFER
11376,2650,Books,Biography,9,58.54,526.86,5%,17/02/2024,bank transfer
11377,2172,Home & Kitchen,Cookware,8,256.89,2055.12,5%,10-08-2024,Credit Card
11378,2898,Toys,Doll,3,235.11,705.33,10%,03-25-2023,BANK_TRANSFER
11379,2013,Home & Kitchen,Vacuum Cleaner,5,476.03,2380.1499999999996,0%,08/04/2023,BANK_TRANSFER
11380,2168,Toys,Lego,7,472.69,3308.83,5%,2024-03-28,bank transfer
11381,2642,Toys,Lego,4,390.91,1563.64,5%,05-23-2023,BANK_TRANSFER
11382,2596,Books,Comics,5,303.04,1515.2,,2024-11-07,BANK_TRANSFER
11383,2321,Home & Kitchen,Vacuum Cleaner,3,230.21,690.63,5%,2023-10-26,credit_card
11384,2319,Clothing,Jeans,9,181.31,,0%,07-14-2024,paypal
11385,2613,Toys,Doll,10,473.81,4738.1,5%,2023-07-07,credit_card
11386,2329,Beauty,Lipstick,9,303.44,2730.96,15%,2024-04-05,bank transfer
11387,2785,Beauty,Perfume,7,291.64,2041.48,5%,13/04/2024,PayPal
11388,2777,Clothing,T-Shirt,10,119.79,1197.9,5%,04-30-2023,bank transfer
11389,2971,Beauty,Perfume,2,28.12,56.24,,2023-11-29,bank transfer
11390,2911,Electronics,Smartphone,7,472.87,3310.09,15%,2024-03-12,bank transfer
11391,2920,Toys,Board Game,7,160.3,1122.1000000000001,5%,07-03-2023,bank transfer
11392,2550,Clothing,T-Shirt,5,224.08,1120.4,10%,2023-08-12,BANK_TRANSFER
11393,2419,Home & Kitchen,Vacuum Cleaner,9,61.75,555.75,10%,07/06/2023,bank transfer
11394,2606,Toys,Doll,3,419.28,1257.84,15%,08-11-2024,PayPal
11395,2095,Clothing,Jacket,4,18.68,74.72,5%,19/02/2024,bank transfer
11396,2817,Books,Non-Fiction,1,417.83,417.83,0%,09/08/2023,credit_card
11397,2581,Home & Kitchen,Vacuum Cleaner,6,74.44,446.64,5%,01/04/2024,BANK_TRANSFER
11398,2318,Books,Fiction,4,443.85,1775.4,5%,2024-05-09,credit_card
11399,2956,Toys,Doll,1,366.24,366.24,15%,10-12-2023,BANK_TRANSFER
11400,2236,Home & Kitchen,Vacuum Cleaner,2,86.51,173.02,5%,07-05-2023,credit_card
11401,2946,Beauty,Lipstick,3,285.08,855.24,0%,03-01-2025,Credit Card
11402,2334,Clothing,Sneakers,9,159.76,1437.84,5%,26/05/2023,paypal
11403,2885,Toys,Board Game,8,93.23,745.84,10%,27/10/2024,paypal
11404,2376,Electronics,Tablet,7,430.3,3012.1,5%,2024-05-18,BANK_TRANSFER
11405,2459,Home & Kitchen,Cookware,4,204.74,818.96,10%,2023-12-08,Credit Card
11406,2137,Home & Kitchen,Blender,1,202.28,202.28,5%,2023-04-22,PayPal
11407,2930,Toys,Lego,8,89.09,712.72,10%,2023-10-27,Credit Card
11408,2588,Toys,Board Game,4,194.62,778.48,15%,2024-06-09,BANK_TRANSFER
11409,2995,Books,Non-Fiction,3,436.45,1309.35,10%,05-23-2024,Credit Card
11410,2547,Beauty,Foundation,9,184.75,1662.75,10%,07/11/2023,PayPal
11411,2513,Books,Fiction,10,476.04,4760.400000000001,5%,10-31-2024,BANK_TRANSFER
11412,2296,Books,Non-Fiction,4,473.42,1893.68,10%,2024-02-18,paypal
11413,2320,Beauty,Lipstick,4,76.72,306.88,10%,2023-12-21,bank transfer
11414,2918,Electronics,Laptop,9,92.77,834.93,5%,2024-05-13,Credit Card
11415,2572,Books,Non-Fiction,2,432.02,864.04,10%,07-11-2023,paypal
11416,2832,Books,Comics,5,199.42,997.0999999999999,10%,2023-06-09,paypal
11417,2349,Home & Kitchen,Blender,4,7.17,28.68,10%,2023-11-28,credit_card
11418,2840,Beauty,Lipstick,9,140.57,1265.1299999999999,0%,08-17-2023,PayPal
11419,2779,Clothing,Sneakers,5,300.83,1504.1499999999999,15%,10/12/2024,bank transfer
11420,2873,Electronics,Tablet,9,400.64,3605.7599999999998,5%,11/02/2024,Credit Card
11421,2229,Electronics,Smartphone,9,71.03,639.27,,26/03/2023,paypal
11422,2270,Beauty,Foundation,2,59.72,119.44,10%,2023-05-29,paypal
11423,2828,Toys,Doll,9,461.44,4152.96,5%,09-24-2023,PayPal
11424,2798,Toys,Doll,3,376.82,1130.46,0%,11-04-2024,bank transfer
11425,2291,Home & Kitchen,Blender,4,296.94,1187.76,15%,02-23-2025,bank transfer
11426,2725,Home & Kitchen,Cookware,1,385.75,385.75,,2024-04-11,paypal
11427,2165,Beauty,Skincare Set,1,217.28,217.28,,2023-05-29,paypal
11428,2005,Home & Kitchen,Blender,1,380.44,380.44,10%,12/02/2025,paypal
11429,2851,Electronics,Laptop,9,189.04,1701.36,,25/04/2023,paypal
11430,2379,Electronics,Headphones,8,125.83,1006.64,,07-28-2023,credit_card
11431,2078,Clothing,Sneakers,5,365.86,1829.3000000000002,5%,2023-04-25,credit_card
11432,2410,Toys,Board Game,5,212.74,1063.7,,2023-03-21,bank transfer
11433,2574,Beauty,Skincare Set,9,490.78,4417.0199999999995,10%,2024-02-04,BANK_TRANSFER
11434,2132,Books,Biography,3,178.0,534.0,15%,2024-05-11,Credit Card
11435,2601,Toys,Lego,3,461.26,1383.78,10%,2025-02-14,PayPal
11436,2749,Books,Fiction,7,466.82,3267.74,10%,08-13-2024,BANK_TRANSFER
11437,2042,Clothing,Sneakers,9,124.72,1122.48,5%,06-03-2023,credit_card
11438,2089,Clothing,T-Shirt,6,400.12,2400.7200000000003,5%,02-05-2024,credit_card
11439,2402,Home & Kitchen,Microwave,2,219.37,438.74,15%,2025-02-15,credit_card
11440,2296,Clothing,Jeans,1,459.17,459.17,5%,08-14-2023,BANK_TRANSFER
11441,2840,Clothing,Jacket,2,227.81,455.62,5%,20/07/2024,credit_card
11442,2295,Books,Fiction,1,373.43,373.43,10%,11-14-2024,BANK_TRANSFER
11443,2616,Home & Kitchen,Blender,10,236.15,2361.5,15%,18/08/2023,credit_card
11444,2526,Clothing,T-Shirt,10,117.76,1177.6000000000001,0%,11/01/2025,paypal
11445,2800,Toys,Board Game,9,103.68,933.1200000000001,15%,07-12-2023,paypal
11446,2691,Clothing,Sneakers,10,215.59,2155.9,15%,2024-06-24,Credit Card
11447,2637,Home & Kitchen,Microwave,8,378.97,3031.76,5%,06/02/2025,credit_card
11448,2422,Beauty,Perfume,7,304.51,2131.5699999999997,5%,07-04-2024,Credit Card
11449,2865,Home & Kitchen,Microwave,3,345.87,1037.6100000000001,5%,06-25-2023,BANK_TRANSFER
11450,2023,Books,Non-Fiction,8,144.75,1158.0,,2023-03-19,Credit Card
11451,2575,Beauty,Skincare Set,2,243.31,486.62,15%,02-25-2024,credit_card
11452,2143,Toys,Board Game,2,26.98,53.96,5%,2024-05-06,BANK_TRANSFER
11453,2993,Electronics,Tablet,10,409.68,4096.8,5%,12-22-2024,BANK_TRANSFER
11454,2665,Home & Kitchen,Microwave,3,495.0,1485.0,5%,2023-04-10,paypal
11455,2145,Books,Non-Fiction,7,206.41,1444.87,15%,2024-06-07,BANK_TRANSFER
11456,2225,Toys,Board Game,1,10.43,10.43,5%,2024-11-24,BANK_TRANSFER
11457,2503,Beauty,Lipstick,8,89.05,712.4,15%,04-08-2023,Credit Card
11458,2962,Toys,Doll,7,328.0,2296.0,5%,06-24-2024,bank transfer
11459,2974,Home & Kitchen,Blender,4,307.98,1231.92,5%,10-25-2024,BANK_TRANSFER
11460,2821,Clothing,Jacket,5,394.99,1974.95,0%,2024-07-21,PayPal
11461,2616,Home & Kitchen,Cookware,10,130.67,1306.6999999999998,5%,10-29-2024,bank transfer
11462,2104,Electronics,Tablet,1,383.0,383.0,,2024-08-27,paypal
11463,2947,Home & Kitchen,Microwave,4,345.55,1382.2,10%,2024-08-14,paypal
11464,2039,Beauty,Perfume,1,164.79,164.79,10%,06-06-2023,BANK_TRANSFER
11465,2947,Beauty,Skincare Set,1,275.02,275.02,5%,08/12/2023,Credit Card
11466,2198,Home & Kitchen,Vacuum Cleaner,10,77.9,779.0,15%,2023-06-24,bank transfer
11467,2646,Beauty,Perfume,1,229.02,229.02,15%,11-08-2024,paypal
11468,2579,Clothing,T-Shirt,7,441.19,3088.33,10%,2023-09-28,paypal
11469,2391,Toys,Action Figure,7,213.49,1494.43,10%,08-13-2024,PayPal
11470,2179,Home & Kitchen,Blender,4,420.59,1682.36,5%,11-15-2024,BANK_TRANSFER
11471,2968,Clothing,Sneakers,2,297.18,594.36,10%,2024-11-02,bank transfer
11472,2554,Toys,Lego,3,99.98,299.94,5%,29/06/2023,paypal
11473,2448,Toys,Board Game,8,292.65,2341.2,5%,2023-06-04,paypal
11474,2500,Clothing,Jeans,8,255.46,2043.68,5%,2023-03-31,paypal
11475,2015,Books,Comics,6,202.33,1213.98,10%,2024-08-11,paypal
11476,2623,Home & Kitchen,Cookware,10,64.22,642.2,10%,01-13-2024,Credit Card
11477,2669,Toys,Doll,9,211.27,1901.43,5%,01-19-2025,credit_card
11478,2289,Toys,Action Figure,9,41.02,369.18,10%,12/08/2023,PayPal
11479,2478,Beauty,Foundation,4,53.89,215.56,5%,01-21-2024,Credit Card
11480,2231,Toys,Action Figure,1,210.88,210.88,0%,08-17-2023,PayPal
11481,2923,Clothing,T-Shirt,1,156.16,156.16,10%,29/08/2024,paypal
11482,2420,Toys,Lego,10,463.14,4631.4,10%,11-03-2024,PayPal
11483,2157,Books,Comics,5,190.97,954.85,10%,21/08/2023,BANK_TRANSFER
11484,2550,Home & Kitchen,Microwave,2,380.14,760.28,0%,03-11-2025,BANK_TRANSFER
11485,2441,Home & Kitchen,Vacuum Cleaner,6,267.47,1604.8200000000002,10%,12/05/2024,credit_card
11486,2097,Toys,Doll,7,353.52,2474.64,,17/10/2023,credit_card
11487,2997,Electronics,Laptop,1,133.76,133.76,5%,07-16-2024,PayPal
11488,2411,Electronics,Headphones,6,471.24,2827.44,5%,11-25-2023,Credit Card
11489,2951,Clothing,Jeans,8,267.39,2139.12,10%,2023-04-25,Credit Card
11490,2289,Electronics,Headphones,5,416.51,2082.55,5%,02-18-2024,paypal
11491,2254,Clothing,T-Shirt,7,185.7,1299.8999999999999,5%,06-06-2024,Credit Card
11492,2196,Beauty,Perfume,10,54.6,546.0,5%,2023-05-01,credit_card
11493,2598,Clothing,Jacket,6,338.49,2030.94,5%,2023-04-15,Credit Card
11494,2834,Electronics,Headphones,4,8.84,35.36,5%,2024-07-21,paypal
11495,2522,Toys,Board Game,7,240.27,1681.89,5%,2023-05-04,BANK_TRANSFER
11496,2517,Beauty,Skincare Set,10,100.44,1004.4,5%,2023-08-31,Credit Card
11497,2635,Electronics,Tablet,9,315.55,2839.9500000000003,5%,2024-03-19,Credit Card
11498,2842,Clothing,T-Shirt,10,489.81,4898.1,15%,02/10/2023,credit_card
11499,2865,Books,Fiction,10,234.88,2348.8,10%,2024-05-20,PayPal
11500,2118,Home & Kitchen,Microwave,7,409.66,2867.6200000000003,5%,2024-07-18,BANK_TRANSFER
11501,2806,Electronics,Tablet,5,256.35,1281.75,5%,30/12/2023,PayPal
11502,2909,Clothing,Jacket,7,250.44,1753.08,10%,23/03/2024,paypal
11503,2159,Beauty,Lipstick,3,465.56,1396.68,5%,2024-08-31,paypal
11504,2815,Electronics,Tablet,2,445.53,891.06,10%,19/10/2023,PayPal
11505,2228,Electronics,Smartphone,5,393.97,1969.8500000000001,10%,09-14-2024,credit_card
11506,2877,Home & Kitchen,Microwave,4,151.65,606.6,,03/04/2023,bank transfer
11507,2216,Clothing,Jacket,5,274.78,1373.8999999999999,5%,23/07/2023,credit_card
11508,2948,Books,Comics,8,115.83,926.64,5%,2023-11-05,bank transfer
11509,2696,Beauty,Foundation,4,224.74,898.96,0%,30/06/2024,bank transfer
11510,2015,Clothing,Sneakers,9,244.69,2202.21,10%,2023-11-18,credit_card
11511,2157,Beauty,Perfume,7,416.66,2916.6200000000003,0%,04/01/2024,bank transfer
11512,2648,Electronics,Smartphone,10,448.53,4485.299999999999,10%,09-27-2024,bank transfer
11513,2261,Home & Kitchen,Microwave,7,210.24,1471.68,5%,11/07/2024,bank transfer
11514,2157,Home & Kitchen,Vacuum Cleaner,8,13.76,110.08,15%,2025-01-26,BANK_TRANSFER
11515,2047,Toys,Board Game,6,431.58,2589.48,,04-30-2024,paypal
11516,2324,Books,Fiction,8,91.27,730.16,15%,16/01/2024,bank transfer
11517,2844,Home & Kitchen,Vacuum Cleaner,3,312.83,938.49,5%,2024-01-25,paypal
11518,2685,Electronics,Tablet,10,17.36,173.6,5%,15/04/2023,paypal
11519,2130,Books,Comics,10,202.76,2027.6,10%,06-14-2023,BANK_TRANSFER
11520,2411,Clothing,Jeans,1,493.05,493.05,15%,23/12/2023,paypal
11521,2095,Home & Kitchen,Vacuum Cleaner,6,54.84,329.04,10%,2024-01-29,PayPal
11522,2627,Books,Biography,1,214.73,214.73,5%,02-25-2024,Credit Card
11523,2755,Electronics,Tablet,9,157.04,1413.36,15%,17/02/2024,BANK_TRANSFER
11524,2932,Toys,Board Game,2,453.02,906.04,0%,14/05/2023,Credit Card
11525,2292,Beauty,Perfume,2,435.32,870.64,5%,07-06-2023,PayPal
11526,2794,Beauty,Lipstick,7,122.66,858.62,15%,2023-11-20,credit_card
11527,2811,Electronics,Tablet,2,45.19,90.38,10%,02-10-2025,credit_card
11528,2283,Electronics,Smartphone,10,315.43,3154.3,10%,20/09/2023,bank transfer
11529,2069,Beauty,Perfume,8,171.5,1372.0,5%,09-22-2023,credit_card
11530,2660,Toys,Doll,6,337.68,2026.08,5%,09-22-2024,BANK_TRANSFER
11531,2011,Books,Fiction,7,20.9,146.29999999999998,15%,07/02/2025,credit_card
11532,2254,Beauty,Lipstick,7,71.03,497.21000000000004,15%,2023-05-04,BANK_TRANSFER
11533,2842,Electronics,Headphones,6,344.75,2068.5,10%,2024-05-25,BANK_TRANSFER
11534,2872,Home & Kitchen,Blender,10,110.12,1101.2,15%,12-14-2024,Credit Card
11535,2550,Clothing,Jacket,9,429.51,3865.59,10%,02/10/2024,credit_card
11536,2134,Toys,Lego,9,34.0,306.0,10%,2024-01-24,paypal
11537,2712,Toys,Board Game,7,111.66,781.62,10%,09-20-2024,credit_card
11538,2023,Home & Kitchen,Microwave,9,499.29,4493.610000000001,15%,20/02/2024,credit_card
11539,2815,Home & Kitchen,Blender,10,219.37,2193.7,5%,01-08-2024,credit_card
11540,2346,Electronics,Headphones,3,352.97,1058.91,10%,02-12-2025,bank transfer
11541,2302,Beauty,Lipstick,3,95.42,286.26,5%,05-21-2023,paypal
11542,2363,Books,Non-Fiction,1,306.89,306.89,5%,22/12/2023,paypal
11543,2396,Toys,Doll,5,364.42,1822.1000000000001,0%,22/10/2023,BANK_TRANSFER
11544,2218,Toys,Action Figure,4,160.67,642.68,5%,2025-01-20,paypal
11545,2141,Home & Kitchen,Blender,2,415.3,830.6,10%,09/03/2025,BANK_TRANSFER
11546,2616,Beauty,Lipstick,9,303.69,2733.21,,09-05-2024,Credit Card
11547,2958,Toys,Doll,3,197.62,592.86,10%,11-03-2024,BANK_TRANSFER
11548,2210,Books,Fiction,8,281.03,2248.24,15%,07-04-2023,credit_card
11549,2985,Home & Kitchen,Cookware,6,290.5,1743.0,5%,2023-05-08,PayPal
11550,2993,Books,Fiction,5,86.94,434.7,10%,10-12-2023,PayPal
11551,2623,Beauty,Skincare Set,1,204.35,204.35,15%,20/07/2023,bank transfer
11552,2616,Toys,Board Game,4,175.0,700.0,10%,26/03/2023,credit_card
11553,2828,Clothing,T-Shirt,3,203.45,610.3499999999999,0%,2024-02-21,BANK_TRANSFER
11554,2683,Toys,Action Figure,1,381.75,381.75,10%,10-08-2024,credit_card
11555,2460,Beauty,Perfume,5,243.86,1219.3000000000002,5%,04/03/2025,bank transfer
11556,2356,Toys,Board Game,6,470.46,2822.7599999999998,15%,2023-11-17,paypal
11557,2324,Toys,Board Game,2,150.37,300.74,10%,03-01-2024,BANK_TRANSFER
11558,2133,Electronics,Tablet,3,210.77,632.3100000000001,5%,2023-05-07,credit_card
11559,2888,Toys,Board Game,6,394.54,2367.2400000000002,0%,14/11/2024,paypal
11560,2805,Toys,Action Figure,4,275.28,1101.12,15%,2023-07-09,bank transfer
11561,2840,Books,Biography,9,275.78,2482.0199999999995,5%,2025-02-06,paypal
11562,2127,Clothing,Sneakers,5,31.4,157.0,15%,2024-07-18,BANK_TRANSFER
11563,2106,Books,Non-Fiction,4,202.31,809.24,,08-06-2023,bank transfer
11564,2604,Books,Fiction,2,139.01,278.02,10%,30/09/2024,bank transfer
11565,2799,Home & Kitchen,Microwave,6,499.67,2998.02,5%,14/06/2024,bank transfer
11566,2378,Electronics,Tablet,10,157.64,1576.3999999999999,10%,20/09/2024,Credit Card
11567,2905,Books,Comics,2,442.83,885.66,0%,2023-09-23,bank transfer
11568,2051,Beauty,Foundation,7,339.74,2378.1800000000003,15%,09-25-2023,Credit Card
11569,2029,Beauty,Foundation,3,173.75,521.25,0%,03/11/2023,paypal
11570,2462,Toys,Doll,9,274.05,2466.4500000000003,,23/03/2024,Credit Card
11571,2296,Home & Kitchen,Microwave,5,421.07,2105.35,10%,01-05-2024,paypal
11572,2297,Electronics,Tablet,8,442.27,3538.16,10%,02/11/2023,Credit Card
11573,2726,Electronics,Smartphone,6,84.39,506.34000000000003,10%,2024-10-17,paypal
11574,2779,Toys,Doll,10,173.09,1730.9,5%,03-19-2024,paypal
11575,2407,Beauty,Perfume,8,170.94,1367.52,15%,07-16-2023,bank transfer
11576,2769,Clothing,Jeans,3,25.81,77.42999999999999,15%,20/05/2023,bank transfer
11577,2814,Home & Kitchen,Blender,3,301.13,903.39,5%,2024-01-10,paypal
11578,2613,Toys,Action Figure,5,428.14,2140.7,5%,01-27-2024,bank transfer
11579,2405,Home & Kitchen,Blender,10,193.88,1938.8,15%,01/09/2023,paypal
11580,2346,Beauty,Foundation,3,371.32,1113.96,10%,07-08-2023,bank transfer
11581,2622,Beauty,Perfume,8,315.71,2525.68,10%,15/09/2024,PayPal
11582,2420,Clothing,T-Shirt,10,190.95,1909.5,5%,04-09-2024,Credit Card
11583,2182,Clothing,Jeans,8,74.82,598.56,5%,2024-03-25,paypal
11584,2983,Electronics,Tablet,2,356.12,712.24,,07-03-2024,credit_card
11585,2825,Home & Kitchen,Blender,4,428.01,1712.04,5%,06/01/2024,bank transfer
11586,2001,Home & Kitchen,Cookware,10,344.5,3445.0,15%,08/12/2024,bank transfer
11587,2831,Beauty,Foundation,1,13.85,13.85,5%,09-09-2023,BANK_TRANSFER
11588,2950,Electronics,Laptop,4,112.04,448.16,10%,05-01-2023,credit_card
11589,2567,Toys,Doll,4,39.39,157.56,10%,03-27-2024,credit_card
11590,2371,Home & Kitchen,Vacuum Cleaner,10,287.34,2873.3999999999996,10%,23/01/2025,PayPal
11591,2936,Electronics,Laptop,9,379.46,3415.14,10%,10-04-2024,Credit Card
11592,2911,Electronics,Tablet,3,59.74,179.22,5%,05-30-2023,PayPal
11593,2661,Beauty,Perfume,2,419.98,839.96,5%,09-19-2023,Credit Card
11594,2431,Electronics,Laptop,9,279.98,,15%,2025-02-11,paypal
11595,2969,Clothing,Jeans,9,346.53,3118.7699999999995,5%,04-09-2024,PayPal
11596,2309,Clothing,Jacket,1,485.84,485.84,10%,2023-11-26,BANK_TRANSFER
11597,2137,Books,Comics,6,46.42,278.52,15%,25/01/2024,Credit Card
11598,2202,Beauty,Perfume,10,451.11,4511.1,5%,2023-05-12,PayPal
11599,2436,Toys,Lego,8,67.42,539.36,,03/08/2024,BANK_TRANSFER
11600,2313,Books,Biography,3,199.51,598.53,,2024-12-28,credit_card
11601,2117,Clothing,T-Shirt,9,426.46,3838.14,15%,2023-08-28,bank transfer
11602,2666,Books,Fiction,2,453.6,907.2,15%,2024-07-19,paypal
11603,2937,Beauty,Foundation,6,255.65,1533.9,10%,02-13-2025,paypal
11604,2803,Beauty,Perfume,1,299.08,299.08,10%,27/08/2024,credit_card
11605,2575,Electronics,Tablet,7,355.53,2488.71,0%,10-07-2023,PayPal
11606,2244,Home & Kitchen,Cookware,3,417.22,1251.66,5%,10-02-2023,bank transfer
11607,2537,Electronics,Smartphone,7,65.15,456.05000000000007,5%,2023-06-02,credit_card
11608,2602,Beauty,Foundation,4,405.98,1623.92,0%,2024-05-13,BANK_TRANSFER
11609,2075,Clothing,Jeans,9,243.23,2189.0699999999997,15%,07-18-2023,bank transfer
11610,2806,Toys,Doll,5,228.06,1140.3,10%,2024-11-03,Credit Card
11611,2386,Clothing,Jeans,3,214.83,644.49,10%,11/02/2024,PayPal
11612,2903,Electronics,Laptop,8,257.06,2056.48,10%,05/04/2023,bank transfer
11613,2210,Toys,Board Game,6,472.8,2836.8,15%,08-30-2023,Credit Card
11614,2475,Beauty,Lipstick,2,276.36,552.72,5%,10-15-2024,credit_card
11615,2418,Clothing,Jacket,3,476.82,1430.46,,2023-08-23,paypal
11616,2347,Beauty,Skincare Set,8,94.24,753.92,15%,16/08/2023,bank transfer
11617,2529,Toys,Action Figure,10,363.45,3634.5,10%,2024-10-04,bank transfer
11618,2640,Toys,Lego,7,407.06,2849.42,10%,2023-09-02,Credit Card
11619,2939,Clothing,Jeans,10,341.17,3411.7000000000003,5%,08-15-2024,Credit Card
11620,2955,Beauty,Lipstick,6,305.43,1832.58,,02/01/2025,paypal
11621,2876,Books,Fiction,1,284.58,284.58,10%,2023-07-10,Credit Card
11622,2763,Beauty,Foundation,9,431.16,3880.44,0%,17/05/2024,Credit Card
11623,2179,Toys,Action Figure,3,411.72,1235.16,5%,2023-06-29,bank transfer
11624,2182,Beauty,Skincare Set,5,65.53,327.65,10%,09/09/2024,paypal
11625,2664,Electronics,Smartphone,7,425.05,2975.35,,2023-07-04,paypal
11626,2025,Books,Non-Fiction,7,209.96,1469.72,10%,05-22-2023,bank transfer
11627,2967,Home & Kitchen,Microwave,3,130.58,391.74,15%,05-29-2023,credit_card
11628,2180,Electronics,Smartphone,4,435.54,1742.16,10%,21/08/2024,credit_card
11629,2710,Home & Kitchen,Vacuum Cleaner,10,218.85,2188.5,0%,11-12-2023,bank transfer
11630,2501,Clothing,T-Shirt,7,405.14,2835.98,0%,07-11-2024,Credit Card
11631,2856,Home & Kitchen,Microwave,8,135.38,1083.04,0%,05-06-2023,PayPal
11632,2161,Beauty,Lipstick,2,6.95,13.9,10%,27/08/2023,credit_card
11633,2177,Home & Kitchen,Cookware,9,250.25,2252.25,10%,2025-02-28,credit_card
