Transaction_ID,Customer_ID,Region,Product_Category,Product_Name,Quantity,Unit_Price ($),Total_Sales ($),Transaction_Date,Payment_Method
11040,3192,North,Home & Kitchen,Blender,1,120.9,120.9,2024-10-09,Credit Card
11041,3620,North,Home & Kitchen,Blender,1,142.06,142.06,2023-07-30,PayPal
11042,2321,North,Electronics,Tablet,3,99.41,298.23,2023-10-09,Bank Transfer
11043,3343,East,Beauty,Skincare Set,1,310.87,310.87,2023-08-12,Credit Card
11044,3637,North,Books,Biography,8,333.02,2664.16,2023-08-28,Credit Card
11045,4377,West,Beauty,Foundation,3,78.49,235.47,2024-03-31,Credit Card
11046,4833,West,Home & Kitchen,Cookware,10,371.87,3718.7,2024-01-20,PayPal
11047,4825,East,Clothing,T-Shirt,2,128.77,257.54,2024-06-26,PayPal
11048,3995,South,Toys,Doll,6,145.05,870.3,2025-03-13,PayPal
11049,4959,South,Clothing,T-Shirt,4,415.26,1661.04,2024-02-28,PayPal
11050,3944,West,Books,Biography,4,451.08,1804.32,2023-11-12,Bank Transfer
11051,4039,West,Beauty,Foundation,2,413.25,826.5,2024-04-05,Credit Card
11052,3119,East,Electronics,Headphones,2,78.14,156.28,2024-01-14,Credit Card
11053,3605,South,Beauty,Perfume,6,499.64,2997.84,2023-11-27,Credit Card
11054,4366,South,Books,Comics,5,337.72,1688.6,2024-07-02,Credit Card
11055,2236,North,Books,Comics,9,257.78,2320.02,2024-12-28,Credit Card
11056,3970,North,Toys,Board Game,4,477.65,1910.6,2023-08-03,Bank Transfer
11057,2334,North,Books,Biography,5,409.6,2048.0,2023-06-18,Bank Transfer
11058,3909,East,Clothing,T-Shirt,1,347.41,347.41,2023-08-07,Credit Card
11059,2376,West,Toys,Action Figure,2,420.01,840.02,2024-11-12,Credit Card
11060,3161,East,Beauty,Lipstick,3,195.81,587.43,2023-11-08,PayPal
11061,4636,South,Beauty,Perfume,5,343.8,1719.0,2023-05-14,Credit Card
11062,3571,West,Electronics,Smartphone,5,99.34,496.7,2023-06-05,Bank Transfer
11063,4561,North,Books,Fiction,4,494.06,1976.24,2025-02-09,PayPal
11064,3320,East,Books,Comics,10,296.55,2965.5,2024-05-22,Bank Transfer
11065,4966,East,Home & Kitchen,Vacuum Cleaner,3,408.05,1224.15,2025-03-06,PayPal
11066,3856,North,Toys,Lego,9,206.63,1859.67,2023-09-09,PayPal
11067,3373,East,Home & Kitchen,Blender,1,380.5,380.5,2023-11-29,Credit Card
11068,2873,North,Toys,Lego,6,196.76,1180.56,2024-11-28,Bank Transfer
11069,3253,South,Clothing,Jeans,7,297.05,2079.35,2023-09-12,Bank Transfer
11070,4318,West,Toys,Lego,10,390.18,3901.8,2024-02-21,Credit Card
11071,3852,South,Beauty,Foundation,4,62.65,250.6,2023-06-13,PayPal
11072,4846,South,Electronics,Laptop,10,181.61,1816.1,2023-08-16,PayPal
11073,3315,North,Toys,Board Game,3,274.74,824.22,2023-10-24,Bank Transfer
11074,2725,East,Toys,Board Game,8,170.33,1362.64,2024-04-23,Credit Card
11075,4053,South,Toys,Board Game,9,158.04,1422.36,2023-07-11,Credit Card
11076,4899,South,Electronics,Headphones,1,144.42,144.42,2025-02-16,Bank Transfer
11077,2078,South,Books,Fiction,10,117.76,1177.6,2024-03-04,PayPal
11078,4622,East,Electronics,Tablet,9,425.21,3826.89,2023-03-25,PayPal
11079,2132,East,Books,Fiction,7,462.23,3235.61,2025-03-10,Credit Card
11080,2601,North,Beauty,Perfume,1,351.58,351.58,2025-03-11,PayPal
11081,3773,South,Electronics,Laptop,7,19.85,138.95,2023-09-29,PayPal
11082,3066,West,Books,Biography,5,394.19,1970.95,2024-10-04,PayPal
11083,4137,East,Beauty,Skincare Set,10,268.31,2683.1,2023-05-28,Bank Transfer
11084,4450,North,Beauty,Skincare Set,7,380.26,2661.82,2024-01-15,Credit Card
11085,4344,South,Books,Fiction,9,221.48,1993.32,2025-03-09,Bank Transfer
11086,3864,West,Books,Non-Fiction,8,25.43,203.44,2024-11-13,Bank Transfer
11087,3319,East,Clothing,Jacket,6,342.46,2054.76,2023-09-18,PayPal
11088,2616,West,Beauty,Foundation,2,224.84,449.68,2024-04-28,Credit Card
11089,4848,East,Books,Non-Fiction,8,437.65,3501.2,2024-09-14,PayPal
11090,4470,North,Beauty,Foundation,4,370.38,1481.52,2024-08-20,Credit Card
11091,3889,West,Electronics,Tablet,8,182.98,1463.84,2023-08-20,PayPal
11092,3047,South,Home & Kitchen,Cookware,7,363.42,2543.94,2023-07-08,Credit Card
11093,2575,South,Home & Kitchen,Cookware,4,250.13,1000.52,2023-04-22,Credit Card
11094,4191,East,Toys,Doll,8,103.72,829.76,2025-03-11,PayPal
11095,2993,South,Books,Comics,2,212.84,425.68,2024-09-24,PayPal
11096,4713,West,Books,Fiction,9,115.17,1036.53,2025-02-24,Bank Transfer
11097,4193,North,Beauty,Foundation,6,7.46,44.76,2024-04-24,Bank Transfer
11098,3249,East,Toys,Board Game,7,127.16,890.12,2023-10-13,Credit Card
11099,2503,West,Books,Comics,10,108.71,1087.1,2024-12-28,PayPal
11100,3998,East,Beauty,Foundation,1,7.15,7.15,2024-01-12,PayPal
11101,2821,North,Books,Non-Fiction,3,393.04,1179.12,2023-03-30,Bank Transfer
11102,4152,East,Beauty,Foundation,10,43.11,431.1,2024-03-07,PayPal
11103,3971,South,Books,Comics,5,227.28,1136.4,2024-11-18,Credit Card
11104,2198,South,Clothing,Jacket,7,211.85,1482.95,2024-05-06,Credit Card
11105,3670,East,Beauty,Skincare Set,1,94.8,94.8,2024-04-26,Credit Card
11106,4627,North,Clothing,Jacket,9,483.6,4352.4,2023-09-23,Bank Transfer
11107,4439,North,Clothing,T-Shirt,5,303.85,1519.25,2023-08-20,Credit Card
11108,3203,South,Clothing,Sneakers,3,407.69,1223.07,2024-01-03,Bank Transfer
11109,4602,North,Clothing,T-Shirt,7,250.59,1754.13,2023-10-19,Bank Transfer
11110,3472,East,Electronics,Smartphone,10,362.79,3627.9,2025-01-15,Credit Card
11111,3647,West,Toys,Lego,8,485.04,3880.32,2024-09-09,Bank Transfer
11112,3693,East,Home & Kitchen,Cookware,10,177.46,1774.6,2024-01-12,Bank Transfer
11113,3313,South,Electronics,Tablet,10,254.61,2546.1,2024-10-07,Credit Card
11114,4036,South,Books,Biography,3,259.7,779.1,2023-09-15,Credit Card
11115,2478,South,Books,Comics,7,496.04,3472.28,2025-01-16,Bank Transfer
11116,3255,North,Toys,Lego,7,120.38,842.66,2024-12-19,Bank Transfer
11117,2923,East,Home & Kitchen,Cookware,4,339.28,1357.12,2024-02-04,PayPal
11118,2420,West,Home & Kitchen,Blender,10,73.42,734.2,2024-01-06,Credit Card
11119,4205,East,Home & Kitchen,Blender,9,463.9,4175.1,2024-08-03,PayPal
11120,4598,West,Clothing,Sneakers,1,297.24,297.24,2023-08-04,Bank Transfer
11121,3121,East,Electronics,Laptop,1,430.41,430.41,2024-10-29,PayPal
11122,2951,South,Books,Fiction,5,448.14,2240.7,2023-09-15,Bank Transfer
11123,4337,West,Electronics,Headphones,3,280.77,842.31,2023-03-23,PayPal
11124,3278,East,Electronics,Tablet,10,342.59,3425.9,2023-10-21,Bank Transfer
11125,4244,North,Electronics,Headphones,9,350.87,3157.83,2024-06-21,Bank Transfer
11126,4646,North,Home & Kitchen,Microwave,5,232.94,1164.7,2023-12-16,Bank Transfer
11127,3858,East,Toys,Doll,7,220.24,1541.68,2024-06-18,Credit Card
11128,2517,South,Toys,Board Game,1,97.16,97.16,2024-06-23,Bank Transfer
11129,3659,West,Home & Kitchen,Microwave,2,195.04,390.08,2023-05-14,Credit Card
11130,3866,East,Books,Fiction,4,495.42,1981.68,2025-03-16,Bank Transfer
11131,4913,North,Books,Comics,9,138.58,1247.22,2024-08-24,PayPal
11132,3142,West,Books,Fiction,5,382.41,1912.05,2024-10-02,Bank Transfer
11133,4854,North,Toys,Lego,5,34.38,171.9,2025-01-18,Bank Transfer
11134,3933,North,Toys,Board Game,9,236.4,2127.6,2023-07-28,PayPal
11135,2815,East,Electronics,Laptop,8,33.91,271.28,2024-01-03,Bank Transfer
11136,4276,North,Home & Kitchen,Microwave,2,240.52,481.04,2023-03-30,Bank Transfer
11137,3901,West,Clothing,Jeans,7,18.64,130.48,2024-03-06,Bank Transfer
11138,4264,South,Electronics,Laptop,1,308.58,308.58,2023-08-05,PayPal
11139,4996,East,Beauty,Foundation,10,295.32,2953.2,2023-07-17,Bank Transfer
11140,4063,West,Toys,Board Game,9,399.93,3599.37,2024-11-05,Credit Card
11141,4095,East,Electronics,Laptop,3,293.73,881.19,2024-10-24,Credit Card
11142,4372,North,Home & Kitchen,Vacuum Cleaner,2,463.37,926.74,2024-01-09,Credit Card
11143,4892,North,Beauty,Foundation,4,392.64,1570.56,2023-12-25,Credit Card
11144,2130,West,Electronics,Tablet,4,70.66,282.64,2023-03-25,PayPal
11145,2095,West,Home & Kitchen,Microwave,3,136.41,409.23,2024-11-25,Bank Transfer
11146,4675,South,Home & Kitchen,Vacuum Cleaner,2,17.98,35.96,2023-06-09,Credit Card
11147,4803,West,Toys,Action Figure,5,196.14,980.7,2023-04-16,Bank Transfer
11148,3956,West,Clothing,Jacket,4,257.22,1028.88,2025-03-09,Bank Transfer
11149,2794,East,Electronics,Tablet,5,473.24,2366.2,2024-08-23,PayPal
11150,3835,North,Home & Kitchen,Vacuum Cleaner,8,263.52,2108.16,2024-10-19,Bank Transfer
11151,4117,West,Books,Fiction,2,391.61,783.22,2025-03-11,Credit Card
11152,3684,South,Home & Kitchen,Blender,9,137.67,1239.03,2025-03-04,Credit Card
11153,2011,West,Clothing,T-Shirt,10,80.81,808.1,2023-11-30,PayPal
11154,3866,North,Home & Kitchen,Blender,1,406.36,406.36,2024-11-17,Credit Card
11155,4920,West,Toys,Lego,8,127.48,1019.84,2024-10-18,Credit Card
11156,4598,East,Electronics,Smartphone,5,436.31,2181.55,2024-08-25,PayPal
11157,2712,North,Toys,Action Figure,2,89.08,178.16,2024-11-07,PayPal
11158,4071,West,Electronics,Tablet,8,426.54,3412.32,2023-07-26,Credit Card
11159,2815,East,Beauty,Perfume,5,387.56,1937.8,2023-08-02,PayPal
11160,2346,North,Electronics,Laptop,10,307.55,3075.5,2023-05-06,PayPal
11161,4350,West,Beauty,Perfume,10,425.86,4258.6,2023-12-28,Credit Card
11162,2363,East,Toys,Lego,3,168.7,506.1,2024-01-13,Credit Card
11163,4444,South,Books,Fiction,7,87.19,610.33,2024-10-26,PayPal
11164,4266,East,Clothing,Jacket,4,82.74,330.96,2023-12-28,Bank Transfer
11165,4189,South,Books,Non-Fiction,10,138.83,1388.3,2023-06-19,Bank Transfer
11166,2985,West,Beauty,Skincare Set,6,225.88,1355.28,2023-11-07,Credit Card
11167,3640,East,Home & Kitchen,Vacuum Cleaner,10,438.63,4386.3,2024-08-13,Credit Card
11168,2828,South,Home & Kitchen,Microwave,8,49.32,394.56,2024-08-17,Bank Transfer
11169,4731,North,Books,Fiction,1,458.04,458.04,2025-02-01,PayPal
11170,2356,East,Home & Kitchen,Microwave,2,463.12,926.24,2024-02-03,Bank Transfer
11171,3348,West,Beauty,Perfume,8,364.98,2919.84,2024-11-19,Bank Transfer
11172,4936,North,Toys,Doll,7,450.64,3154.48,2024-04-02,Credit Card
11173,3864,South,Clothing,Jacket,10,386.14,3861.4,2024-07-07,PayPal
11174,2127,East,Electronics,Headphones,9,266.51,2398.59,2023-07-14,Bank Transfer
11175,2604,East,Beauty,Skincare Set,2,302.37,604.74,2023-11-30,PayPal
11176,3929,West,Beauty,Foundation,8,315.97,2527.76,2023-03-21,Credit Card
11177,3014,North,Electronics,Tablet,6,67.81,406.86,2025-01-08,Bank Transfer
11178,2051,East,Electronics,Tablet,1,100.56,100.56,2024-12-01,Credit Card
11179,4827,East,Clothing,T-Shirt,4,264.07,1056.28,2023-12-29,Bank Transfer
11180,3431,North,Clothing,T-Shirt,2,62.04,124.08,2025-01-19,PayPal
11181,3793,East,Clothing,Jeans,7,482.66,3378.62,2023-04-21,Credit Card
11182,4862,North,Home & Kitchen,Cookware,9,256.03,2304.27,2024-01-25,PayPal
11183,3637,North,Beauty,Skincare Set,6,193.14,1158.84,2023-11-30,Bank Transfer
11184,3646,North,Toys,Lego,4,82.98,331.92,2024-06-23,Credit Card
11185,4468,West,Electronics,Smartphone,5,211.18,1055.9,2023-12-31,PayPal
11186,3206,North,Beauty,Skincare Set,1,154.7,154.7,2025-01-19,PayPal
11187,4873,North,Beauty,Lipstick,4,48.52,194.08,2025-02-25,Bank Transfer
11188,3855,South,Clothing,T-Shirt,10,483.67,4836.7,2023-07-06,Credit Card
11189,2567,South,Clothing,Jacket,3,136.16,408.48,2024-03-28,PayPal
11190,4419,West,Beauty,Foundation,9,346.78,3121.02,2024-07-14,Credit Card
11191,2936,North,Clothing,Jeans,6,50.2,301.2,2024-11-14,Credit Card
11192,3935,South,Home & Kitchen,Vacuum Cleaner,4,457.02,1828.08,2023-07-01,Credit Card
11193,4709,South,Electronics,Tablet,3,297.42,892.26,2023-05-31,Credit Card
11194,3333,East,Beauty,Perfume,4,330.15,1320.6,2024-02-19,Bank Transfer
11195,2202,North,Electronics,Laptop,8,391.98,3135.84,2024-08-14,PayPal
11196,4361,South,Home & Kitchen,Vacuum Cleaner,5,304.93,1524.65,2024-01-05,Credit Card
11197,2117,West,Clothing,Sneakers,1,40.1,40.1,2024-01-25,PayPal
11198,2937,East,Books,Biography,5,217.64,1088.2,2025-03-07,PayPal
11199,2575,East,Home & Kitchen,Vacuum Cleaner,8,134.7,1077.6,2023-05-01,PayPal
11200,4292,North,Books,Biography,4,245.92,983.68,2024-01-29,Bank Transfer
11201,2537,North,Electronics,Smartphone,2,205.14,410.28,2024-09-01,Credit Card
11202,3626,East,Beauty,Perfume,3,414.13,1242.39,2023-08-12,Credit Card
11203,4123,West,Clothing,Sneakers,9,127.29,1145.61,2024-02-29,PayPal
11204,2386,North,Home & Kitchen,Cookware,7,104.64,732.48,2024-05-07,PayPal
11205,2475,North,Clothing,Jeans,3,479.25,1437.75,2023-10-14,Bank Transfer
11206,2418,East,Books,Non-Fiction,5,475.01,2375.05,2024-05-29,Bank Transfer
11207,4395,East,Books,Biography,3,496.77,1490.31,2023-12-21,PayPal
11208,4688,North,Toys,Lego,10,286.35,2863.5,2023-07-05,Credit Card
11209,2939,South,Beauty,Lipstick,4,61.01,244.04,2025-01-12,Bank Transfer
11210,2955,North,Books,Fiction,8,440.68,3525.44,2025-01-28,Credit Card
11211,2876,South,Beauty,Foundation,3,76.83,230.49,2025-03-16,Bank Transfer
11212,2763,East,Toys,Lego,3,82.02,246.06,2024-02-07,Credit Card
11213,3203,South,Home & Kitchen,Cookware,8,100.73,805.84,2024-04-20,PayPal
11214,3206,West,Toys,Doll,10,328.44,3284.4,2023-05-11,Bank Transfer
11215,2664,East,Beauty,Skincare Set,10,58.06,580.6,2024-03-15,PayPal
11216,2025,North,Books,Biography,7,390.25,2731.75,2025-01-01,Bank Transfer
11217,3991,North,Electronics,Laptop,7,33.83,236.81,2024-10-19,PayPal
11218,3204,East,Beauty,Lipstick,10,59.67,596.7,2024-02-12,Bank Transfer
11219,2710,East,Clothing,Jacket,2,220.07,440.14,2024-02-14,Bank Transfer
11220,3880,West,Electronics,Tablet,7,192.69,1348.83,2023-10-21,Bank Transfer
11221,3185,East,Beauty,Foundation,10,494.91,4949.1,2024-10-15,Credit Card
11222,4225,North,Clothing,Jacket,10,483.6,4836.0,2024-02-19,Credit Card
11223,2285,West,Toys,Doll,3,98.89,296.67,2024-12-07,Bank Transfer
11224,2063,North,Electronics,Laptop,7,473.6,3315.2,2024-06-23,PayPal
11225,3003,South,Beauty,Skincare Set,4,347.67,1390.68,2023-08-04,PayPal
11226,2662,East,Home & Kitchen,Vacuum Cleaner,8,207.38,1659.04,2023-11-24,Bank Transfer
11227,4714,South,Toys,Board Game,8,371.12,2968.96,2023-09-11,Credit Card
11228,4204,North,Clothing,Sneakers,6,450.57,2703.42,2023-12-18,Credit Card
11229,3493,South,Home & Kitchen,Vacuum Cleaner,3,94.17,282.51,2024-12-21,Credit Card
11230,2967,South,Books,Fiction,6,102.01,612.06,2023-05-23,Credit Card
11231,2849,North,Toys,Lego,6,207.32,1243.92,2024-09-21,PayPal
11232,3108,North,Toys,Action Figure,3,88.76,266.28,2024-09-17,Bank Transfer
11233,2689,East,Beauty,Skincare Set,4,183.4,733.6,2024-09-16,Bank Transfer
11234,2148,South,Beauty,Skincare Set,2,324.62,649.24,2023-09-14,Bank Transfer
11235,2342,West,Clothing,Sneakers,1,407.34,407.34,2023-11-30,PayPal
11236,4524,West,Toys,Board Game,2,154.46,308.92,2023-05-18,Credit Card
11237,3087,North,Beauty,Perfume,7,144.46,1011.22,2024-02-29,Credit Card
11238,3725,North,Books,Fiction,10,390.97,3909.7,2024-02-27,PayPal
11239,3384,South,Beauty,Skincare Set,5,193.61,968.05,2023-04-25,PayPal
11240,4609,North,Toys,Board Game,9,410.15,3691.35,2024-10-24,Bank Transfer
11241,2327,West,Electronics,Smartphone,3,496.72,1490.16,2023-11-18,Bank Transfer
11242,3793,East,Home & Kitchen,Vacuum Cleaner,2,489.94,979.88,2024-03-09,PayPal
11243,3760,East,Toys,Board Game,4,333.03,1332.12,2023-04-27,PayPal
11244,2990,South,Books,Non-Fiction,2,190.73,381.46,2024-05-19,PayPal
11245,4263,East,Toys,Doll,7,37.42,261.94,2025-03-12,Credit Card
11246,4483,North,Books,Non-Fiction,10,370.33,3703.3,2023-05-11,Bank Transfer
11247,2952,North,Toys,Lego,6,489.09,2934.54,2023-09-25,PayPal
11248,2723,North,Home & Kitchen,Microwave,8,38.65,309.2,2025-01-07,PayPal
11249,4080,North,Home & Kitchen,Vacuum Cleaner,5,8.05,40.25,2023-04-15,Credit Card
11250,4718,South,Books,Fiction,2,416.73,833.46,2023-08-28,PayPal
11251,4333,East,Toys,Board Game,4,55.62,222.48,2024-07-13,Bank Transfer
11252,2429,West,Home & Kitchen,Vacuum Cleaner,1,45.4,45.4,2024-12-17,Credit Card
11253,3501,East,Clothing,Jacket,2,455.62,911.24,2023-05-05,PayPal
11254,2286,North,Toys,Action Figure,4,44.38,177.52,2024-03-24,Bank Transfer
11255,4066,West,Home & Kitchen,Microwave,6,61.44,368.64,2024-06-28,Bank Transfer
11256,2769,South,Electronics,Laptop,4,286.94,1147.76,2024-07-20,Credit Card
11257,4638,North,Electronics,Laptop,4,379.62,1518.48,2024-07-23,Bank Transfer
11258,3395,North,Clothing,Sneakers,10,202.79,2027.9,2024-09-28,Credit Card
11259,2194,West,Home & Kitchen,Microwave,10,213.19,2131.9,2023-08-05,Bank Transfer
11260,4550,South,Electronics,Tablet,2,318.15,636.3,2024-06-16,PayPal
11261,2988,West,Toys,Board Game,9,255.19,2296.71,2025-02-06,Credit Card
11262,3137,South,Beauty,Lipstick,10,14.22,142.2,2023-10-25,Bank Transfer
11263,4162,North,Home & Kitchen,Vacuum Cleaner,8,61.22,489.76,2024-04-30,Credit Card
11264,3702,East,Clothing,T-Shirt,8,292.89,2343.12,2024-09-12,Bank Transfer
11265,2947,North,Home & Kitchen,Blender,5,397.86,1989.3,2023-07-02,Credit Card
11266,2831,East,Books,Fiction,3,382.74,1148.22,2023-07-29,PayPal
11267,3921,East,Books,Non-Fiction,6,371.33,2227.98,2024-07-25,Credit Card
11268,4973,South,Electronics,Tablet,9,386.78,3481.02,2024-12-14,Credit Card
11269,2055,West,Books,Non-Fiction,8,27.0,216.0,2024-08-08,PayPal
11270,2800,South,Clothing,T-Shirt,7,448.08,3136.56,2024-06-27,Bank Transfer
11271,2778,North,Electronics,Smartphone,8,445.2,3561.6,2025-02-09,PayPal
11272,3482,West,Clothing,T-Shirt,4,268.3,1073.2,2023-05-17,Credit Card
11273,3902,East,Toys,Lego,6,128.05,768.3,2025-03-07,PayPal
11274,4210,East,Clothing,Sneakers,5,298.13,1490.65,2024-03-13,PayPal
11275,4135,North,Books,Biography,2,281.15,562.3,2023-11-12,Credit Card
11276,2055,West,Toys,Lego,8,115.36,922.88,2024-02-11,Credit Card
11277,3824,North,Books,Comics,3,303.55,910.65,2024-07-30,PayPal
11278,3202,North,Clothing,Jeans,5,399.66,1998.3,2024-04-13,Credit Card
11279,2833,South,Books,Biography,8,404.02,3232.16,2024-10-18,Bank Transfer
11280,2313,North,Books,Fiction,9,34.55,310.95,2024-12-30,Bank Transfer
11281,4807,West,Books,Fiction,9,102.6,923.4,2023-04-12,Bank Transfer
11282,3859,North,Home & Kitchen,Blender,5,335.77,1678.85,2024-05-17,Bank Transfer
11283,4008,West,Toys,Board Game,2,430.62,861.24,2023-04-04,PayPal
11284,4007,East,Toys,Board Game,7,263.0,1841.0,2024-01-04,PayPal
11285,4491,North,Toys,Board Game,7,355.23,2486.61,2024-09-02,PayPal
11286,3791,West,Clothing,Jeans,8,15.43,123.44,2024-03-12,Credit Card
11287,2328,East,Beauty,Skincare Set,8,306.17,2449.36,2024-04-26,PayPal
11288,4809,West,Clothing,Jeans,5,481.15,2405.75,2024-11-26,PayPal
11289,4627,East,Toys,Doll,1,332.2,332.2,2024-12-08,Credit Card
11290,3288,South,Electronics,Headphones,4,461.53,1846.12,2024-05-05,Credit Card
11291,4144,North,Books,Fiction,4,285.17,1140.68,2023-08-27,Credit Card
11292,3112,North,Books,Fiction,3,422.47,1267.41,2024-03-30,Bank Transfer
11293,3312,East,Beauty,Lipstick,8,66.46,531.68,2024-12-30,PayPal
11294,4862,South,Electronics,Headphones,3,66.14,198.42,2023-05-08,PayPal
11295,4539,West,Home & Kitchen,Microwave,5,64.49,322.45,2024-08-27,PayPal
11296,2452,South,Clothing,Jeans,2,246.98,493.96,2024-10-19,Credit Card
11297,3524,West,Home & Kitchen,Blender,6,168.48,1010.88,2023-10-01,PayPal
11298,2165,West,Electronics,Smartphone,6,361.0,2166.0,2025-01-29,Bank Transfer
11299,2182,North,Beauty,Skincare Set,8,451.8,3614.4,2023-03-21,PayPal
11300,4517,East,Electronics,Headphones,8,311.59,2492.72,2023-04-29,PayPal
11301,2910,North,Beauty,Perfume,1,110.54,110.54,2024-11-06,Credit Card
11302,4783,North,Home & Kitchen,Cookware,5,465.78,2328.9,2025-02-15,Bank Transfer
11303,2823,North,Home & Kitchen,Vacuum Cleaner,2,266.29,532.58,2023-12-25,PayPal
11304,2944,West,Electronics,Laptop,10,361.37,3613.7,2024-07-25,Credit Card
11305,4002,North,Electronics,Laptop,5,445.8,2229.0,2023-04-21,Bank Transfer
11306,4055,West,Books,Comics,10,494.97,4949.7,2024-08-07,Bank Transfer
11307,2330,East,Beauty,Foundation,9,255.5,2299.5,2023-11-07,Credit Card
11308,2775,West,Books,Biography,4,404.99,1619.96,2024-11-25,Credit Card
11309,4199,West,Clothing,Sneakers,8,285.6,2284.8,2023-11-25,Credit Card
11310,2147,South,Clothing,T-Shirt,1,245.79,245.79,2023-08-09,Credit Card
11311,2915,North,Electronics,Headphones,8,271.17,2169.36,2024-07-20,Credit Card
11312,3572,North,Home & Kitchen,Microwave,6,244.72,1468.32,2024-09-29,Credit Card
11313,3309,North,Clothing,Sneakers,8,213.41,1707.28,2024-05-19,PayPal
11314,4748,North,Clothing,T-Shirt,6,363.24,2179.44,2025-03-05,Credit Card
11315,2082,South,Books,Comics,3,128.59,385.77,2025-01-26,Credit Card
11316,2514,South,Books,Biography,8,310.11,2480.88,2024-02-28,Bank Transfer
11317,3921,South,Clothing,Jeans,5,357.92,1789.6,2024-10-18,Bank Transfer
11318,4863,South,Electronics,Headphones,10,446.58,4465.8,2025-03-07,Bank Transfer
11319,4757,North,Books,Biography,5,169.28,846.4,2024-06-23,Credit Card
11320,3940,West,Clothing,Sneakers,7,431.0,3017.0,2024-07-30,Credit Card
11321,2746,East,Home & Kitchen,Microwave,6,472.92,2837.52,2024-12-16,PayPal
11322,3410,South,Books,Non-Fiction,9,326.1,2934.9,2024-05-14,PayPal
11323,2707,West,Clothing,Jeans,7,386.86,2708.02,2023-11-09,PayPal
11324,2471,South,Beauty,Skincare Set,3,205.82,617.46,2023-12-29,PayPal
11325,2396,North,Books,Non-Fiction,5,476.31,2381.55,2024-08-18,Credit Card
11326,3556,North,Beauty,Skincare Set,9,337.08,3033.72,2023-05-11,Bank Transfer
11327,4309,West,Books,Non-Fiction,10,158.53,1585.3,2024-09-24,Credit Card
11328,2805,West,Books,Fiction,2,205.11,410.22,2023-11-26,Credit Card
11329,2934,West,Toys,Lego,1,310.79,310.79,2024-09-23,Credit Card
11330,3280,North,Toys,Doll,8,120.9,967.2,2023-04-06,Credit Card
11331,3758,North,Beauty,Lipstick,8,378.19,3025.52,2023-06-20,Bank Transfer
11332,2905,East,Electronics,Headphones,2,116.22,232.44,2025-01-23,Bank Transfer
11333,3077,West,Clothing,T-Shirt,8,297.94,2383.52,2023-03-24,PayPal
11334,4988,East,Electronics,Headphones,5,350.02,1750.1,2023-07-14,Credit Card
11335,3891,South,Electronics,Headphones,2,430.58,861.16,2024-08-05,PayPal
11336,3524,East,Toys,Board Game,7,368.28,2577.96,2024-02-14,Bank Transfer
11337,4902,South,Clothing,Sneakers,7,400.42,2802.94,2024-05-10,Bank Transfer
11338,3388,South,Toys,Board Game,3,456.9,1370.7,2025-01-04,PayPal
11339,3304,East,Toys,Board Game,1,300.9,300.9,2023-09-29,Bank Transfer
11340,2593,West,Toys,Lego,4,423.91,1695.64,2024-12-15,Bank Transfer
11341,4762,South,Home & Kitchen,Vacuum Cleaner,2,119.78,239.56,2024-11-09,Credit Card
11342,4680,West,Electronics,Tablet,4,408.29,1633.16,2023-10-05,Credit Card
11343,4107,North,Electronics,Tablet,8,114.73,917.84,2023-10-28,Bank Transfer
11344,2128,South,Electronics,Smartphone,2,467.64,935.28,2024-02-11,Bank Transfer
11345,2736,North,Home & Kitchen,Blender,1,168.34,168.34,2024-05-30,PayPal
11346,4769,East,Books,Fiction,3,90.06,270.18,2024-01-24,PayPal
11347,4574,West,Beauty,Foundation,10,78.34,783.4,2025-02-01,Bank Transfer
11348,2521,East,Beauty,Skincare Set,7,97.7,683.9,2024-10-29,Credit Card
11349,4600,South,Home & Kitchen,Cookware,6,226.53,1359.18,2023-07-26,Credit Card
11350,2237,North,Electronics,Tablet,6,263.46,1580.76,2024-11-16,PayPal
11351,3305,South,Beauty,Foundation,7,457.32,3201.24,2024-10-29,Credit Card
11352,3782,East,Home & Kitchen,Microwave,8,193.6,1548.8,2024-10-10,Credit Card
11353,3302,West,Toys,Lego,3,112.65,337.95,2023-04-02,PayPal
11354,4542,West,Clothing,Sneakers,3,373.19,1119.57,2024-09-06,PayPal
11355,4052,South,Beauty,Foundation,10,71.65,716.5,2023-07-17,Credit Card
11356,4714,South,Clothing,Jeans,8,446.68,3573.44,2023-08-10,PayPal
11357,2442,North,Electronics,Tablet,7,207.65,1453.55,2023-10-16,Bank Transfer
11358,4077,East,Beauty,Perfume,10,308.85,3088.5,2024-07-31,PayPal
11359,4658,South,Home & Kitchen,Cookware,5,97.16,485.8,2023-10-07,Bank Transfer
11360,2805,North,Books,Biography,4,77.04,308.16,2024-10-07,Bank Transfer
11361,2075,South,Beauty,Lipstick,6,400.43,2402.58,2024-08-31,Bank Transfer
11362,4886,West,Beauty,Skincare Set,9,217.7,1959.3,2023-12-29,PayPal
11363,4176,North,Beauty,Skincare Set,6,493.44,2960.64,2023-06-17,PayPal
11364,4090,North,Beauty,Foundation,8,264.53,2116.24,2023-07-29,PayPal
11365,3380,South,Home & Kitchen,Cookware,1,423.6,423.6,2023-06-19,Bank Transfer
11366,2041,East,Home & Kitchen,Blender,6,490.08,2940.48,2024-01-31,PayPal
